func,n_runs,maxevals,mean,median,std,best,worst,elapsed_sec
f1,51,100000,2.621828074035304e-07,1.9810542539744347e-08,6.651190945710261e-07,0.0,3.996905761027847e-06,17.0
f2,51,100000,3.0656553583278714e-08,1.573235408613982e-08,5.099901126650611e-08,3.311129148642067e-11,3.233760423881904e-07,16.1
f3,51,100000,1.1145768404080003e-15,0.0,7.881248420059734e-15,0.0,5.684341886080802e-14,16.0
f4,51,100000,1.4300349786320594e-05,2.8421709430404007e-13,5.956037270090727e-05,0.0,0.00041279066527977193,15.5
f5,51,100000,1.8533549087887253,1.9899181141865938,1.487808760488141,0.0,4.9747952854664845,15.8
f6,51,100000,0.029111320810213826,0.003984949118716941,0.06905691998304539,2.7235222546551086e-05,0.4115275768472202,15.4
f7,51,100000,10.389185814167401,10.913314504785944,1.8145892934311287,3.7067102305769595,11.845365547717961,12.6
f8,51,100000,0.33165301903110117,0.0,0.5455548363817783,0.0,1.9899181141865938,14.4
f9,51,100000,0.09521409998857881,0.0,0.14240351607126184,0.0,0.4543240185907962,14.7
f10,51,100000,31.34279480950571,15.306940307990772,40.63982787175711,0.18736332311527804,133.74996309184326,18.9
f11,51,100000,0.03901800230670126,2.2737367544323206e-12,0.19312925778694373,0.0,0.9949590570934106,15.6
f12,51,100000,21.505397854242087,0.24507313028175304,52.05769241726573,2.2040599105821457e-06,217.55595598874038,18.7
f13,51,100000,5.708909736022887,6.162779017984576,1.3236256004792373,0.9949680569718566,6.843453252189192,19.4
f14,51,100000,2.2279595204521523,1.2126662513385327,3.868455959427847,5.35610683982668e-06,19.99999441740738,19.2
f15,51,100000,1.3634595725310308,1.492594306634146,0.5739584231503009,0.2432253920126186,2.2159552958326003,20.7
f16,51,100000,3.8341290557734338,1.7072291355641482,4.299200109026664,0.620051747817115,12.909628651406365,17.4
f17,51,100000,18.53815717267216,21.119338550076918,9.045566226073197,1.1772402081633118,37.928116163406685,18.0
f18,51,100000,6.318105249741879,1.6435956197444739,8.432852441942703,0.13636698858681484,24.13415225403196,19.5
f19,51,100000,2.3328367199007167,2.245677232670687,0.6086561959993236,1.1719777430348586,4.11601824714262,20.8
f20,51,100000,9.54148502100394,4.504752683766583,9.308938044569542,0.00034651265173124557,22.61428558635953,17.8
f21,51,100000,98.17617963863296,100.00000000000455,13.895102051767388,1.3642420526593924e-12,102.63830549573913,15.9
f22,51,100000,4.930418388619095,1.2278178473934531e-11,8.824853856450906,4.092726157978177e-12,32.07136393843848,16.7
f23,51,100000,231.9111945080672,305.63544716164233,113.33774108635413,5.002220859751105e-12,312.3235992259447,17.1
f24,51,100000,86.27450980397342,100.00000000002092,34.411625048541474,1.1687006917782128e-10,100.0000000000914,17.0
f25,51,100000,376.758107888983,398.15156091062545,70.92954706880653,100.00378463714424,445.9138935557148,14.8
f26,51,100000,186.27450980413138,200.00000000020373,65.73746907544616,6.366462912410498e-11,300.00000000003274,16.2
f27,51,100000,389.7107209662272,389.70567982849116,0.519454277738088,389.0055265186779,392.68493368427926,18.9
f28,51,100000,290.1960784314259,300.0000000000364,49.526788001177266,3.9881342672742903e-10,300.0000000000791,16.5
f29,51,100000,230.8398761617942,231.8284520634652,8.380471626957434,174.5306222029535,236.80217316333483,17.8
f30,51,100000,427.3308603870535,410.43217995171517,33.88412416430038,397.2881355876011,503.0470567477082,22.8
