suite,dimension,budget,algorithm,payload_algorithm,function_id,n_runs,terminal_value_source,nfev_total_known,nfev_total_min,nfev_total_max,overrun_runs,max_budget_excess,source_path,source_sha256
cec2022,20,1000000,MSC-CMA,MSC-CMA,1,51,pkl.errors,True,984199,1000011,43,11,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f1.pkl,41f1a328ca2942e8aaf0dcbc8b9bf825d22f700454d6cab8c91bcbf0309f6e93
cec2022,20,1000000,MSC-CMA,MSC-CMA,2,51,pkl.errors,True,1000000,1000011,47,11,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f2.pkl,8e893576545aea6554029d83bb1c2c5af87ce2de7fddeefc9ad0936d48400031
cec2022,20,1000000,MSC-CMA,MSC-CMA,3,51,pkl.errors,True,970040,1000006,1,6,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f3.pkl,fb6fa19abf1cad4fdaeb39128c6e56f37f92e19e741cf6394d49ff6183f8ca46
cec2022,20,1000000,MSC-CMA,MSC-CMA,4,51,pkl.errors,True,994823,1000011,44,11,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f4.pkl,0b2b3810368ef9a977615caa6d759cae042ad94208fbe4abd7cf9ca515069b0f
cec2022,20,1000000,MSC-CMA,MSC-CMA,5,51,pkl.errors,True,986370,1000011,47,11,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f5.pkl,ce105b4b405b75343524be4777601938c0d03836bf69822278deb9fb3dc1f180
cec2022,20,1000000,MSC-CMA,MSC-CMA,6,51,pkl.errors,True,1000000,1000011,45,11,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f6.pkl,38faeab6c80f90cab07e41beead16c49c2cc7de8586fe1dd353661e8b244b975
cec2022,20,1000000,MSC-CMA,MSC-CMA,7,51,pkl.errors,True,972536,1000011,36,11,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f7.pkl,77ed4e22dbd288793180f6c9f6450a555eb5b85d9fcff6715f293703c2fca9b5
cec2022,20,1000000,MSC-CMA,MSC-CMA,8,51,pkl.errors,True,1000000,1000011,48,11,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f8.pkl,0e58acb553ef4e6ddf2dbad8074183bc1e778a1cf3979650131fa91908385686
cec2022,20,1000000,MSC-CMA,MSC-CMA,9,51,pkl.errors,True,1000000,1000011,48,11,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f9.pkl,509b30d59d1716cc1415facd2726353c483505b7ff2313f77e85b7708cb8ec9c
cec2022,20,1000000,MSC-CMA,MSC-CMA,10,51,pkl.errors,True,981326,1000011,42,11,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f10.pkl,3c427158a1de559b7826a8c8ff9d2fd55b40bfd0ff1e75d0f3786d442ebdc8d3
cec2022,20,1000000,MSC-CMA,MSC-CMA,11,51,pkl.errors,True,965754,967000,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f11.pkl,43454ce38f16f91515bb5d774115c9b16a67f47d0d034e3cb5ee3f9f0c817315
cec2022,20,1000000,MSC-CMA,MSC-CMA,12,51,pkl.errors,True,1000000,1000011,43,11,/home/svety/cma_es_project/experiments/cec2022/d20/MSC-CMA/maxevals_1000000/f12.pkl,f988a506f0c196ac2a6d1f492b5a27b54475850c193add99d4bc137512b7edab
cec2022,20,1000000,NEA2PLUS-PY,NEA2PLUS-PY,1,51,pkl.errors,True,1000000,1000000,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/NEA2PLUS-PY/maxevals_1000000/f1.pkl,39a958cdeac04278a1ea111e03a4716aba783479d804e606d3153138703db947
cec2022,20,1000000,NEA2PLUS-PY,NEA2PLUS-PY,2,51,pkl.errors,True,999627,1000000,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/NEA2PLUS-PY/maxevals_1000000/f2.pkl,13f104ece61ce8b67267eb3bee303054e968ecae15511b4325a5ff22d3baa2e8
cec2022,20,1000000,NEA2PLUS-PY,NEA2PLUS-PY,3,51,pkl.errors,True,999807,1000000,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/NEA2PLUS-PY/maxevals_1000000/f3.pkl,f11f58056da622f93e879c4d3cb8e88ce5345cd8d53755d1e0b7e6d87dc7d77b
cec2022,20,1000000,NEA2PLUS-PY,NEA2PLUS-PY,4,51,pkl.errors,True,999906,1000000,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/NEA2PLUS-PY/maxevals_1000000/f4.pkl,c28c1438751af0c5870a4c56fcf8d33cc394f4c68e008e16ae85a999deee8c3e
cec2022,20,1000000,NEA2PLUS-PY,NEA2PLUS-PY,5,51,pkl.errors,True,999664,1000000,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/NEA2PLUS-PY/maxevals_1000000/f5.pkl,76bc4adf2ab440eda53f2a237c1ca2355e43d5530a91a12367d13aaf81af9dde
cec2022,20,1000000,NEA2PLUS-PY,NEA2PLUS-PY,6,51,pkl.errors,True,1000000,1000000,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/NEA2PLUS-PY/maxevals_1000000/f6.pkl,909dadc77dd9334be482bbb624552e550b4f620a92ae15b859241ac16d2cda63
cec2022,20,1000000,NEA2PLUS-PY,NEA2PLUS-PY,7,51,pkl.errors,True,1000000,1000000,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/NEA2PLUS-PY/maxevals_1000000/f7.pkl,cdc9385e2b15b80f3f0748f157f908a540ca932a2ccaf50bde6e34c39fb1fa37
cec2022,20,1000000,NEA2PLUS-PY,NEA2PLUS-PY,8,51,pkl.errors,True,1000000,1000000,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/NEA2PLUS-PY/maxevals_1000000/f8.pkl,6b16c9c42946ccbdb66601f860ab96d4eb6724183d9d186088826494a77118ef
cec2022,20,1000000,NEA2PLUS-PY,NEA2PLUS-PY,9,51,pkl.errors,True,999890,1000000,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/NEA2PLUS-PY/maxevals_1000000/f9.pkl,3b6937e4f29aa8318222b345d5061bf04fb8d03010faa262616a5998ba571b2e
cec2022,20,1000000,NEA2PLUS-PY,NEA2PLUS-PY,10,51,pkl.errors,True,1000000,1000000,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/NEA2PLUS-PY/maxevals_1000000/f10.pkl,36c0682d7223399c30811f3a3cb8016622ed2df805d1a7727c83933577c1c199
cec2022,20,1000000,NEA2PLUS-PY,NEA2PLUS-PY,11,51,pkl.errors,True,999762,1000000,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/NEA2PLUS-PY/maxevals_1000000/f11.pkl,c8f378a56bd84ca13bb24846fe36b00a2f35fde7bf2e9997c7b6aa986221bff1
cec2022,20,1000000,NEA2PLUS-PY,NEA2PLUS-PY,12,51,pkl.errors,True,999638,1000000,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/NEA2PLUS-PY/maxevals_1000000/f12.pkl,ff482c1cd46350a257d162ea6a123e5868fef7088a192df8bc8bd496ef27a4ba
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,1,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f1.pkl,3a1caa888f1ee51b459e1cf52172de6b8e4d8795bec9e439668a0f6ab9b9003a
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,2,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f2.pkl,23097f41d8a1e5d1b42051662ad9b72898710a83863a50d225ac4ce4ee9e9914
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,3,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f3.pkl,294ab2725361e7877ef3559423a7b22c37192f8c963dd90a91223c7d662204b2
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,4,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f4.pkl,4a62bedef614f795fca93881695ea5082f0dca04a62a92e832584f14aa2e1f0f
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,5,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f5.pkl,206b1860c157e49001ff0f6c8b7a701fb859dfefc7e97efbb60f7da0b8fd233f
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,6,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f6.pkl,0287d407ab8f5068b98a958d83f876687ffb4979a77d9952d0529c1db9d68589
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,7,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f7.pkl,c4e760fe28c8be4a8dfb836eb1663eb7fb5a58af7b3fe50ef263a9053efe684e
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,8,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f8.pkl,1fd18a33d2e6428329e7b205ecb998dc7ab4a36b8549986f79d2c56ada8f9e19
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,9,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f9.pkl,da58620b99071bea6f83afa9835f77a9b5fe51047f613dc670c1ac28b57aaab3
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,10,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f10.pkl,d4e107f9611b0218a86077e2d6db12f544f8b5ab0c9ecd0edbd0d5aca97231e4
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,11,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f11.pkl,4ae2d3509d7d09eca6ff365f18979f1040a7ec70538ffd278ee3e3eb453aba09
cec2022,20,1000000,BIPOP-CMA,BIPOP-CMA-pycma,12,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2022/d20/BIPOP-CMA/maxevals_1000000/f12.pkl,626dae45bf41b5a931a96503e7358a4080a0d0abd70721225884e7d39e9aa854
