suite,dimension,budget,algorithm,payload_algorithm,function_id,n_runs,terminal_value_source,nfev_total_known,nfev_total_min,nfev_total_max,overrun_runs,max_budget_excess,source_path,source_sha256
cec2020,10,1000000,MSC-CMA,MSC-CMA,1,51,pkl.errors,True,963368,965556,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/MSC-CMA/maxevals_1000000/f1.pkl,35a2f666bc3c608778d094b826310257c52a1f8b42e07c16e3a45297cc83069a
cec2020,10,1000000,MSC-CMA,MSC-CMA,2,51,pkl.errors,True,960606,963288,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/MSC-CMA/maxevals_1000000/f2.pkl,974911ec4ba34ffccb8c953bc6ed72aae803dd593a4615d4a0e165355d6485c1
cec2020,10,1000000,MSC-CMA,MSC-CMA,3,51,pkl.errors,True,962186,963060,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/MSC-CMA/maxevals_1000000/f3.pkl,74b3f0ac3b59be0af62a3680d7d59053cd5f1cd3509cdc2142b6933c06171d05
cec2020,10,1000000,MSC-CMA,MSC-CMA,4,51,pkl.errors,True,958280,965462,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/MSC-CMA/maxevals_1000000/f4.pkl,0ad50040c25a6d4382a437d35ef327905d219c87a791e055a305ed413b03efaf
cec2020,10,1000000,MSC-CMA,MSC-CMA,5,51,pkl.errors,True,963677,967416,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/MSC-CMA/maxevals_1000000/f5.pkl,1d2c06b2b82d07516c5a0036cdd584ed2c7786524da1a7ad8b0ee868bbe7c8ed
cec2020,10,1000000,MSC-CMA,MSC-CMA,6,51,pkl.errors,True,1000000,1000009,46,9,/home/svety/cma_es_project/experiments/cec2020/d10/MSC-CMA/maxevals_1000000/f6.pkl,c38e7e0c9273d69da52d75c12bfac7eadeff3629574d91ae7fbdb38a70d55356
cec2020,10,1000000,MSC-CMA,MSC-CMA,7,51,pkl.errors,True,1000000,1000009,47,9,/home/svety/cma_es_project/experiments/cec2020/d10/MSC-CMA/maxevals_1000000/f7.pkl,fb0f850772e61955de0927337fbfee3d7f156750b7427712075a11b30e218650
cec2020,10,1000000,MSC-CMA,MSC-CMA,8,51,pkl.errors,True,959789,964159,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/MSC-CMA/maxevals_1000000/f8.pkl,e5229fd5f0cbc7fd42bac7a4ca1ddcaa1713374b4fc40accec3b96977524e0c9
cec2020,10,1000000,MSC-CMA,MSC-CMA,9,51,pkl.errors,True,962275,964069,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/MSC-CMA/maxevals_1000000/f9.pkl,91d7e72a5e4c5046bc89869d8cad9ce60da1a06dbc29403f71881c8d25583f84
cec2020,10,1000000,MSC-CMA,MSC-CMA,10,51,pkl.errors,True,960240,990419,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/MSC-CMA/maxevals_1000000/f10.pkl,1f7b5b805875f8466996e9e58588ddbf746faa589d5f4e8c7e9668168aa07e5c
cec2020,10,1000000,NEA2PLUS-PY,NEA2PLUS-PY,1,51,pkl.errors,True,999945,1000000,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/NEA2PLUS-PY/maxevals_1000000/f1.pkl,e5b50aae92d10c517453af1ec03e31e1a4c557c2bc1784b55863f6fadfdeca42
cec2020,10,1000000,NEA2PLUS-PY,NEA2PLUS-PY,2,51,pkl.errors,True,1000000,1000000,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/NEA2PLUS-PY/maxevals_1000000/f2.pkl,751ff824236394f65f0afb1065958b55789ea7eec0cc98298c2825c12b997101
cec2020,10,1000000,NEA2PLUS-PY,NEA2PLUS-PY,3,51,pkl.errors,True,999631,1000000,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/NEA2PLUS-PY/maxevals_1000000/f3.pkl,3d4dac3491b3a3d7445627cf0dc19b42c8e2d13c56f8fbed2bc4b6db888e2834
cec2020,10,1000000,NEA2PLUS-PY,NEA2PLUS-PY,4,51,pkl.errors,True,999692,1000000,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/NEA2PLUS-PY/maxevals_1000000/f4.pkl,c07c1541e8d3f45c65f3e13aaf62432b9a5a2867ffe293729a59eedb418c91c2
cec2020,10,1000000,NEA2PLUS-PY,NEA2PLUS-PY,5,51,pkl.errors,True,1000000,1000000,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/NEA2PLUS-PY/maxevals_1000000/f5.pkl,ce178c0b42a0b137bbba9ece15afe21419c35f489aae09067153ba9084df11d6
cec2020,10,1000000,NEA2PLUS-PY,NEA2PLUS-PY,6,51,pkl.errors,True,1000000,1000000,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/NEA2PLUS-PY/maxevals_1000000/f6.pkl,92f4d6783ccc0fb2a38fe2e08d5f42a94bcbd6019b81225c4bce09ffda41ee21
cec2020,10,1000000,NEA2PLUS-PY,NEA2PLUS-PY,7,51,pkl.errors,True,1000000,1000000,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/NEA2PLUS-PY/maxevals_1000000/f7.pkl,0e4f45b7548799b6a862d1b2a6d2c4e850445696a59ab4d58f36fe249136a7d7
cec2020,10,1000000,NEA2PLUS-PY,NEA2PLUS-PY,8,51,pkl.errors,True,999742,1000000,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/NEA2PLUS-PY/maxevals_1000000/f8.pkl,b47f0535606596242496f0fa35f78198527d8d4ef0fa7d9d29d024b987733143
cec2020,10,1000000,NEA2PLUS-PY,NEA2PLUS-PY,9,51,pkl.errors,True,999627,1000000,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/NEA2PLUS-PY/maxevals_1000000/f9.pkl,1d80aeb4630bce76cc491b9642ae139d1d697705309afb9786d16cdf55616ed7
cec2020,10,1000000,NEA2PLUS-PY,NEA2PLUS-PY,10,51,pkl.errors,True,999838,1000000,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/NEA2PLUS-PY/maxevals_1000000/f10.pkl,055affaac521d2aec83cf9243b294c8bf2b9b61ec74fc3ea526821c7c96bb2f7
cec2020,10,1000000,BIPOP-CMA,BIPOP-CMA-pycma,1,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/BIPOP-CMA/maxevals_1000000/f1.pkl,3cc4cfd12d6d9d5ae6b84977e8cc41467726a16275a7b73af8edc0d4112ee76b
cec2020,10,1000000,BIPOP-CMA,BIPOP-CMA-pycma,2,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/BIPOP-CMA/maxevals_1000000/f2.pkl,b66c5ae4173d546a1776671bc0272887222b82c26b54d018dcb29b6299707b88
cec2020,10,1000000,BIPOP-CMA,BIPOP-CMA-pycma,3,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/BIPOP-CMA/maxevals_1000000/f3.pkl,f9e07e0bb8573cd994c7662da0247d1563f876d0f80e1dcc47c4320a6483227a
cec2020,10,1000000,BIPOP-CMA,BIPOP-CMA-pycma,4,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/BIPOP-CMA/maxevals_1000000/f4.pkl,55a21ad55b17e29f2719373b0943174eceea8c65fc4c9b2526e2bdf76f0263f8
cec2020,10,1000000,BIPOP-CMA,BIPOP-CMA-pycma,5,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/BIPOP-CMA/maxevals_1000000/f5.pkl,62d3e1dc8f16940c41aec380507da1a68d767fa9bc6366da964d467462f8e21b
cec2020,10,1000000,BIPOP-CMA,BIPOP-CMA-pycma,6,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/BIPOP-CMA/maxevals_1000000/f6.pkl,bce5ebb54353fc34f3253112426619b783b57303952517d84a005f9a80418a6a
cec2020,10,1000000,BIPOP-CMA,BIPOP-CMA-pycma,7,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/BIPOP-CMA/maxevals_1000000/f7.pkl,89b36fdb55ff8f6091de04ecc66a38d953eee6c9e779b08547d434cf2dc0134d
cec2020,10,1000000,BIPOP-CMA,BIPOP-CMA-pycma,8,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/BIPOP-CMA/maxevals_1000000/f8.pkl,9e5baa28c3cc83670d0bae0c2e069ef79e19a8ddad0be81cc796e0ca2a17ebd2
cec2020,10,1000000,BIPOP-CMA,BIPOP-CMA-pycma,9,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/BIPOP-CMA/maxevals_1000000/f9.pkl,97ddb573846009dce7605032d429b81e8c30668608bf3bf0b5ac47ed38e45234
cec2020,10,1000000,BIPOP-CMA,BIPOP-CMA-pycma,10,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d10/BIPOP-CMA/maxevals_1000000/f10.pkl,0682786804b4402635799681e6aa938908184f0029f66a400195153ca13db96b
