suite,dimension,budget,comparison_scope,function,function_class,competitor,reference,n_competitor,n_reference,u_competitor,probability_competitor_lower,mean_rank_competitor,mean_rank_msc,median_competitor,median_msc,p_raw,test_family_size,correction,p_holm,alpha,mwu_symbol
cec2017,30,300000,all,4,basic,CMAES-NBC,MSC-CMA,51,51,153,0.94117647058823528,29,74,58.561557302385197,58.56163983257062,2.2692944197083967e-16,29,holm-bonferroni,2.7231533036500763e-15,0.05,>
cec2017,30,300000,all,5,basic,CMAES-NBC,MSC-CMA,51,51,42,0.98385236447520186,26.823529411764707,76.176470588235304,0,3.9798362283731876,1.8867184914970092e-18,29,holm-bonferroni,4.5281243795928225e-17,0.05,>
cec2017,30,300000,all,6,basic,CMAES-NBC,MSC-CMA,51,51,0,1,26,77,0,0.074380444144935609,1.3905886961424435e-20,29,holm-bonferroni,3.893648349198842e-19,0.05,>
cec2017,30,300000,all,7,basic,CMAES-NBC,MSC-CMA,51,51,2091,0.19607843137254899,67,36,32.581977343406699,7.0614322061916255,1.2417648881801276e-07,29,holm-bonferroni,7.4505893290807657e-07,0.05,<
cec2017,30,300000,all,8,basic,CMAES-NBC,MSC-CMA,51,51,4,0.99846212995001926,26.078431372549019,76.921568627450981,0,3.9798362283733013,2.293129068354988e-19,29,holm-bonferroni,5.7328226708874695e-18,0.05,>
cec2017,30,300000,all,9,basic,CMAES-NBC,MSC-CMA,51,51,25.5,0.99019607843137258,26.5,76.5,0,0.45432401859090987,4.9982796826130203e-20,29,holm-bonferroni,1.2995527174793854e-18,0.05,>
cec2017,30,300000,all,10,basic,CMAES-NBC,MSC-CMA,51,51,1025,0.60592079969242607,46.098039215686271,56.901960784313729,208.25612917222301,299.144092331504,0.065695668246354158,29,holm-bonferroni,0.065695668246354158,0.05,=
cec2017,30,300000,all,11,hybrid,CMAES-NBC,MSC-CMA,51,51,192,0.92618223760092278,29.764705882352942,73.235294117647058,0,33.853901606017871,2.9796740420186726e-14,29,holm-bonferroni,2.9796740420186729e-13,0.05,>
cec2017,30,300000,all,12,hybrid,CMAES-NBC,MSC-CMA,51,51,849,0.67358708189158012,42.647058823529413,60.352941176470587,823.20524170820102,1095.3934486233293,0.0025410401789246295,29,holm-bonferroni,0.0074564363237483609,0.05,>
cec2017,30,300000,all,13,hybrid,CMAES-NBC,MSC-CMA,51,51,0,1,26,77,14.323649651349999,871.21622217886352,3.3029654153868941e-18,29,holm-bonferroni,7.2457426024972095e-17,0.05,>
cec2017,30,300000,all,14,hybrid,CMAES-NBC,MSC-CMA,51,51,0,1,26,77,20.106105817734498,97.678384579398653,3.3036815016661564e-18,29,holm-bonferroni,7.2457426024972095e-17,0.05,>
cec2017,30,300000,all,15,hybrid,CMAES-NBC,MSC-CMA,51,51,0,1,26,77,0.50000000001341505,297.72047450417858,3.221589913096581e-18,29,holm-bonferroni,7.2457426024972095e-17,0.05,>
cec2017,30,300000,all,16,hybrid,CMAES-NBC,MSC-CMA,51,51,51,0.98039215686274506,27,76,13.7712778921571,23.070730255955141,6.3149548680310421e-17,29,holm-bonferroni,8.9319293631595142e-16,0.05,>
cec2017,30,300000,all,17,hybrid,CMAES-NBC,MSC-CMA,51,51,548,0.78931180315263361,36.745098039215684,66.254901960784309,26.2428567727484,31.079191237389068,4.8307503378897862e-07,29,holm-bonferroni,2.4153751689448931e-06,0.05,>
cec2017,30,300000,all,18,hybrid,CMAES-NBC,MSC-CMA,51,51,0,1,26,77,20.653017993831099,208.84015317138142,3.3036815016661564e-18,29,holm-bonferroni,7.2457426024972095e-17,0.05,>
cec2017,30,300000,all,19,hybrid,CMAES-NBC,MSC-CMA,51,51,0,1,26,77,3.59633811399567,84.344402619092079,3.3036815016661564e-18,29,holm-bonferroni,7.2457426024972095e-17,0.05,>
cec2017,30,300000,all,20,hybrid,CMAES-NBC,MSC-CMA,51,51,1753,0.32602845059592467,60.372549019607845,42.627450980392155,39.4025731092581,26.842105555600938,0.002485478774582787,29,holm-bonferroni,0.0074564363237483609,0.05,<
cec2017,30,300000,all,21,composition,CMAES-NBC,MSC-CMA,51,51,416,0.8400615148019992,34.156862745098039,68.843137254901961,203.98927224446601,207.10901121374673,3.2493296519322942e-09,29,holm-bonferroni,2.2745307563526058e-08,0.05,>
cec2017,30,300000,all,22,composition,CMAES-NBC,MSC-CMA,51,51,2551,0.019223375624759731,76.019607843137265,26.980392156862745,100.00000000102,100.00000000007094,5.9546195754396764e-17,29,holm-bonferroni,8.9319293631595142e-16,0.05,<
cec2017,30,300000,all,23,composition,CMAES-NBC,MSC-CMA,51,51,265,0.89811610918877349,31.196078431372548,71.803921568627459,349.64687339449603,359.98999773036076,4.2994460224719171e-12,29,holm-bonferroni,3.4395568179775337e-11,0.05,>
cec2017,30,300000,all,24,composition,CMAES-NBC,MSC-CMA,51,51,2,0.99923106497500958,26.03921568627451,76.960784313725497,422.51887752781198,430.18185323924081,3.705741615803442e-18,29,holm-bonferroni,7.2457426024972095e-17,0.05,>
cec2017,30,300000,all,25,composition,CMAES-NBC,MSC-CMA,51,51,0,1,26,77,386.69284787721,386.9362913464247,3.1503228706509608e-18,29,holm-bonferroni,7.2457426024972095e-17,0.05,>
cec2017,30,300000,all,26,composition,CMAES-NBC,MSC-CMA,51,51,2601,0,77,26,400.00000000574499,200.00000000079854,3.3015336843073518e-18,29,holm-bonferroni,7.2457426024972095e-17,0.05,<
cec2017,30,300000,all,27,composition,CMAES-NBC,MSC-CMA,51,51,1778,0.3164167627835448,60.862745098039213,42.137254901960787,504.88058341692698,502.57875215042804,0.0014106769996831926,29,holm-bonferroni,0.0056427079987327704,0.05,<
cec2017,30,300000,all,28,composition,CMAES-NBC,MSC-CMA,51,51,204,0.92156862745098045,30,73,300.000000000211,300.00002136507555,2.2103608554705924e-13,29,holm-bonferroni,1.989324769923533e-12,0.05,>
cec2017,30,300000,all,29,composition,CMAES-NBC,MSC-CMA,51,51,113,0.95655517108804311,28.215686274509803,74.784313725490193,404.706264275499,449.99016292596161,1.9537928350051552e-15,29,holm-bonferroni,2.1491721185056707e-14,0.05,>
cec2017,30,300000,all,30,composition,CMAES-NBC,MSC-CMA,51,51,51,0.98039215686274506,27,76,1988.8407298966099,2351.1440132934194,6.3149548680310421e-17,29,holm-bonferroni,8.9319293631595142e-16,0.05,>
cec2017,30,300000,composition,21,composition,CMAES-NBC,MSC-CMA,51,51,416,0.8400615148019992,34.156862745098039,68.843137254901961,203.98927224446601,207.10901121374673,3.2493296519322942e-09,10,holm-bonferroni,6.4986593038645884e-09,0.05,>
cec2017,30,300000,composition,22,composition,CMAES-NBC,MSC-CMA,51,51,2551,0.019223375624759731,76.019607843137265,26.980392156862745,100.00000000102,100.00000000007094,5.9546195754396764e-17,10,holm-bonferroni,4.1682337028077736e-16,0.05,<
cec2017,30,300000,composition,23,composition,CMAES-NBC,MSC-CMA,51,51,265,0.89811610918877349,31.196078431372548,71.803921568627459,349.64687339449603,359.98999773036076,4.2994460224719171e-12,10,holm-bonferroni,1.2898338067415752e-11,0.05,>
cec2017,30,300000,composition,24,composition,CMAES-NBC,MSC-CMA,51,51,2,0.99923106497500958,26.03921568627451,76.960784313725497,422.51887752781198,430.18185323924081,3.705741615803442e-18,10,holm-bonferroni,3.150322870650961e-17,0.05,>
cec2017,30,300000,composition,25,composition,CMAES-NBC,MSC-CMA,51,51,0,1,26,77,386.69284787721,386.9362913464247,3.1503228706509608e-18,10,holm-bonferroni,3.150322870650961e-17,0.05,>
cec2017,30,300000,composition,26,composition,CMAES-NBC,MSC-CMA,51,51,2601,0,77,26,400.00000000574499,200.00000000079854,3.3015336843073518e-18,10,holm-bonferroni,3.150322870650961e-17,0.05,<
cec2017,30,300000,composition,27,composition,CMAES-NBC,MSC-CMA,51,51,1778,0.3164167627835448,60.862745098039213,42.137254901960787,504.88058341692698,502.57875215042804,0.0014106769996831926,10,holm-bonferroni,0.0014106769996831926,0.05,<
cec2017,30,300000,composition,28,composition,CMAES-NBC,MSC-CMA,51,51,204,0.92156862745098045,30,73,300.000000000211,300.00002136507555,2.2103608554705924e-13,10,holm-bonferroni,8.8414434218823695e-13,0.05,>
cec2017,30,300000,composition,29,composition,CMAES-NBC,MSC-CMA,51,51,113,0.95655517108804311,28.215686274509803,74.784313725490193,404.706264275499,449.99016292596161,1.9537928350051552e-15,10,holm-bonferroni,9.7689641750257769e-15,0.05,>
cec2017,30,300000,composition,30,composition,CMAES-NBC,MSC-CMA,51,51,51,0.98039215686274506,27,76,1988.8407298966099,2351.1440132934194,6.3149548680310421e-17,10,holm-bonferroni,4.1682337028077736e-16,0.05,>
cec2020,5,50000,all,1,basic,CMAES-NBC,MSC-CMA,51,51,306,0.88235294117647056,32,71,0,0,2.7609917823338085e-14,10,holm-bonferroni,2.2087934258670468e-13,0.05,>
cec2020,5,50000,all,2,basic,CMAES-NBC,MSC-CMA,51,51,1455,0.44059976931949252,54.529411764705884,48.470588235294116,6.9542792048619004,0.49959593893299825,0.30243522867916628,10,holm-bonferroni,0.90730568603749884,0.05,=
cec2020,5,50000,all,3,basic,CMAES-NBC,MSC-CMA,51,51,2060,0.20799692425990002,66.392156862745097,36.607843137254903,5.3515784042531296,3.2741881753769349,3.6136459826403209e-07,10,holm-bonferroni,2.1681875895841923e-06,0.05,<
cec2020,5,50000,all,4,basic,CMAES-NBC,MSC-CMA,51,51,969,0.62745098039215685,45,58,0.28260242660576301,0.360140728029819,0.026730980194768685,10,holm-bonferroni,0.10692392077907474,0.05,=
cec2020,5,50000,all,5,hybrid,CMAES-NBC,MSC-CMA,51,51,1276,0.50941945405613231,51.019607843137251,51.980392156862749,0.054958205319962899,0.045452451643313907,0.86853884332209785,10,holm-bonferroni,1,0.05,=
cec2020,5,50000,all,6,hybrid,CMAES-NBC,MSC-CMA,51,51,645,0.75201845444059978,38.647058823529413,64.35294117647058,6.4436974298587302e-06,0.49651018377676337,1.1666129766684596e-05,10,holm-bonferroni,5.8330648833422976e-05,0.05,>
cec2020,5,50000,all,7,hybrid,CMAES-NBC,MSC-CMA,51,51,1241,0.52287581699346397,50.333333333333329,52.666666666666671,3.2440045742987402e-05,7.8749729254923295e-05,0.69293820418438434,10,holm-bonferroni,1,0.05,=
cec2020,5,50000,all,8,composition,CMAES-NBC,MSC-CMA,51,51,391.5,0.84948096885813151,33.676470588235297,69.323529411764696,0,0,2.5478896967147738e-10,10,holm-bonferroni,1.7835227877003416e-09,0.05,>
cec2020,5,50000,all,9,composition,CMAES-NBC,MSC-CMA,51,51,2601,0,77,26,100.000000000371,0,3.3022494762767633e-18,10,holm-bonferroni,2.9720245286490872e-17,0.05,<
cec2020,5,50000,all,10,composition,CMAES-NBC,MSC-CMA,51,51,2601,0,77,26,347.36691593518799,0,3.8376188730132077e-20,10,holm-bonferroni,3.8376188730132079e-19,0.05,<
cec2020,5,50000,composition,8,composition,CMAES-NBC,MSC-CMA,51,51,391.5,0.84948096885813151,33.676470588235297,69.323529411764696,0,0,2.5478896967147738e-10,3,holm-bonferroni,2.5478896967147738e-10,0.05,>
cec2020,5,50000,composition,9,composition,CMAES-NBC,MSC-CMA,51,51,2601,0,77,26,100.000000000371,0,3.3022494762767633e-18,3,holm-bonferroni,6.6044989525535266e-18,0.05,<
cec2020,5,50000,composition,10,composition,CMAES-NBC,MSC-CMA,51,51,2601,0,77,26,347.36691593518799,0,3.8376188730132077e-20,3,holm-bonferroni,1.1512856619039622e-19,0.05,<
cec2020,10,1000000,all,1,basic,CMAES-NBC,MSC-CMA,51,51,841.5,0.67647058823529416,42.5,60.5,0,0,3.3660026365163414e-06,10,holm-bonferroni,1.0098007909549023e-05,0.05,>
cec2020,10,1000000,all,2,basic,CMAES-NBC,MSC-CMA,51,51,1590,0.38869665513264129,57.17647058823529,45.82352941176471,3.66477845184636,0.43718108727171057,0.053012863814873475,10,holm-bonferroni,0.10602572762974695,0.05,=
cec2020,10,1000000,all,3,basic,CMAES-NBC,MSC-CMA,51,51,2348,0.09727028066128407,72.039215686274503,30.96078431372549,10.3669207724204,5.4336416952810396,8.4018226549713734e-13,10,holm-bonferroni,4.2009113274856867e-12,0.05,<
cec2020,10,1000000,all,4,basic,CMAES-NBC,MSC-CMA,51,51,131,0.94963475586312951,28.568627450980394,74.431372549019613,0.516858867275232,1.0474023547030811,4.976041679168737e-15,10,holm-bonferroni,3.4832291754181159e-14,0.05,>
cec2020,10,1000000,all,5,hybrid,CMAES-NBC,MSC-CMA,51,51,1202,0.5378700499807767,49.568627450980394,53.431372549019606,0.20814298464574699,0.20814298464574676,0.5063231170634408,10,holm-bonferroni,0.5063231170634408,0.05,=
cec2020,10,1000000,all,6,hybrid,CMAES-NBC,MSC-CMA,51,51,143,0.94502114571318718,28.803921568627452,74.196078431372541,0.29962792468768401,0.99765065899464389,9.6745412171139676e-15,10,holm-bonferroni,5.8047247302683809e-14,0.05,>
cec2020,10,1000000,all,7,hybrid,CMAES-NBC,MSC-CMA,51,51,123,0.9527104959630911,28.411764705882351,74.588235294117652,0.37738347478898498,0.82527351238604751,3.3448677754206051e-15,10,holm-bonferroni,2.6758942203364841e-14,0.05,>
cec2020,10,1000000,all,8,composition,CMAES-NBC,MSC-CMA,51,51,2193,0.15686274509803921,69,34,100.00000000003099,0,2.3270841837175757e-09,10,holm-bonferroni,9.3083367348703028e-09,0.05,<
cec2020,10,1000000,all,9,composition,CMAES-NBC,MSC-CMA,51,51,2601,0,77,26,230.603230901214,0,3.3008180394500405e-18,10,holm-bonferroni,2.9707362355050365e-17,0.05,<
cec2020,10,1000000,all,10,composition,CMAES-NBC,MSC-CMA,51,51,2601,0,77,26,398.00898944057701,100.00374698602991,1.3289432557255659e-18,10,holm-bonferroni,1.328943255725566e-17,0.05,<
cec2020,10,1000000,composition,8,composition,CMAES-NBC,MSC-CMA,51,51,2193,0.15686274509803921,69,34,100.00000000003099,0,2.3270841837175757e-09,3,holm-bonferroni,2.3270841837175757e-09,0.05,<
cec2020,10,1000000,composition,9,composition,CMAES-NBC,MSC-CMA,51,51,2601,0,77,26,230.603230901214,0,3.3008180394500405e-18,3,holm-bonferroni,6.601636078900081e-18,0.05,<
cec2020,10,1000000,composition,10,composition,CMAES-NBC,MSC-CMA,51,51,2601,0,77,26,398.00898944057701,100.00374698602991,1.3289432557255659e-18,3,holm-bonferroni,3.9868297671766974e-18,0.05,<
cec2020,15,3000000,all,1,basic,CMAES-NBC,MSC-CMA,51,51,1198.5,0.53921568627450989,49.5,53.5,0,0,0.043338945608060793,10,holm-bonferroni,0.043338945608060793,0.05,>
cec2020,15,3000000,all,2,basic,CMAES-NBC,MSC-CMA,51,51,2219,0.14686658977316414,69.509803921568619,33.490196078431374,43.827041587499501,9.1484397720014385,8.036719623864439e-10,10,holm-bonferroni,4.0183598119322198e-09,0.05,<
cec2020,15,3000000,all,3,basic,CMAES-NBC,MSC-CMA,51,51,2601,0,77,26,15.566976513039,1.1311648438606881,1.9881522354074772e-20,10,holm-bonferroni,1.9881522354074772e-19,0.05,<
cec2020,15,3000000,all,4,basic,CMAES-NBC,MSC-CMA,51,51,207,0.92041522491349481,30.058823529411764,72.941176470588232,0.85987861591797798,1.4308192734158638,2.571340139948867e-13,10,holm-bonferroni,1.5428040839693203e-12,0.05,>
cec2020,15,3000000,all,5,hybrid,CMAES-NBC,MSC-CMA,51,51,675.5,0.7402921953094963,39.245098039215684,63.754901960784316,0.31223509166716201,0.3122350916673895,2.465417894129808e-05,10,holm-bonferroni,4.930835788259616e-05,0.05,>
cec2020,15,3000000,all,6,hybrid,CMAES-NBC,MSC-CMA,51,51,26,0.99000384467512492,26.509803921568626,76.490196078431381,0.66953869831218105,1.940018429987731,1.3918253792702159e-17,10,holm-bonferroni,1.1134603034161727e-16,0.05,>
cec2020,15,3000000,all,7,hybrid,CMAES-NBC,MSC-CMA,51,51,430,0.83467896962706645,34.431372549019606,68.568627450980387,0.70814298127015696,1.0895270060118492,5.6363618975260818e-09,10,holm-bonferroni,1.6909085692578246e-08,0.05,>
cec2020,15,3000000,all,8,composition,CMAES-NBC,MSC-CMA,51,51,2397,0.078431372549019662,73,30,100.000000000002,0,7.535470171187084e-14,10,holm-bonferroni,5.2748291198309588e-13,0.05,<
cec2020,15,3000000,all,9,composition,CMAES-NBC,MSC-CMA,51,51,2601,0,77,26,390.395200355621,100.00000000004229,2.3389058296392638e-18,10,holm-bonferroni,2.1050152466753372e-17,0.05,<
cec2020,15,3000000,all,10,composition,CMAES-NBC,MSC-CMA,51,51,2193,0.15686274509803921,69,34,400.00000000001199,100.00731846890176,2.2122051151848894e-09,10,holm-bonferroni,8.8488204607395574e-09,0.05,<
cec2020,15,3000000,composition,8,composition,CMAES-NBC,MSC-CMA,51,51,2397,0.078431372549019662,73,30,100.000000000002,0,7.535470171187084e-14,3,holm-bonferroni,1.5070940342374168e-13,0.05,<
cec2020,15,3000000,composition,9,composition,CMAES-NBC,MSC-CMA,51,51,2601,0,77,26,390.395200355621,100.00000000004229,2.3389058296392638e-18,3,holm-bonferroni,7.0167174889177913e-18,0.05,<
cec2020,15,3000000,composition,10,composition,CMAES-NBC,MSC-CMA,51,51,2193,0.15686274509803921,69,34,400.00000000001199,100.00731846890176,2.2122051151848894e-09,3,holm-bonferroni,2.2122051151848894e-09,0.05,<
cec2020,20,10000000,all,1,basic,CMAES-NBC,MSC-CMA,51,51,688.5,0.73529411764705888,39.5,63.5,0,0,2.5457342554923859e-08,10,holm-bonferroni,5.0914685109847718e-08,0.05,>
cec2020,20,10000000,all,2,basic,CMAES-NBC,MSC-CMA,51,51,2551,0.019223375624759731,76.019607843137265,26.980392156862745,139.94770853412999,9.5486921414230892,5.8081943604022603e-17,10,holm-bonferroni,3.4849166162413559e-16,0.05,<
cec2020,20,10000000,all,3,basic,CMAES-NBC,MSC-CMA,51,51,2601,0,77,26,20.387215350062402,1.5845387606293571,1.3905886961424435e-20,10,holm-bonferroni,1.3905886961424435e-19,0.05,<
cec2020,20,10000000,all,4,basic,CMAES-NBC,MSC-CMA,51,51,122,0.95309496347558631,28.392156862745097,74.607843137254903,1.05217798037552,1.9718829781511431,3.1704080815529359e-15,10,holm-bonferroni,1.5852040407764681e-14,0.05,>
cec2020,20,10000000,all,5,hybrid,CMAES-NBC,MSC-CMA,51,51,147,0.94348327566320644,28.882352941176471,74.117647058823536,0.208170472780694,1.8304183441100577,5.7595136501097461e-15,10,holm-bonferroni,1.7807146141794613e-14,0.05,>
cec2020,20,10000000,all,6,hybrid,CMAES-NBC,MSC-CMA,51,51,1476,0.43252595155709339,54.941176470588232,48.058823529411768,6.4189027872480402,7.919750001176908,0.24148887666659791,10,holm-bonferroni,0.24148887666659791,0.05,=
cec2020,20,10000000,all,7,hybrid,CMAES-NBC,MSC-CMA,51,51,22,0.99154171472510577,26.431372549019606,76.568627450980387,0.32995560165136301,1.8001949639665327,1.1931366645644846e-17,10,holm-bonferroni,8.3519566519513925e-17,0.05,>
cec2020,20,10000000,all,8,composition,CMAES-NBC,MSC-CMA,51,51,2601,0,77,26,100.000000000006,38.82865744397759,2.2112343030482158e-18,10,holm-bonferroni,1.9901108727433942e-17,0.05,<
cec2020,20,10000000,all,9,composition,CMAES-NBC,MSC-CMA,51,51,2601,0,77,26,398.705047424295,100.00000000004593,3.260975839996054e-18,10,holm-bonferroni,2.6087806719968432e-17,0.05,<
cec2020,20,10000000,all,10,composition,CMAES-NBC,MSC-CMA,51,51,2397,0.078431372549019662,73,30,413.65733976634903,400.84491997975874,4.4517865354486531e-15,10,holm-bonferroni,1.7807146141794613e-14,0.05,<
cec2020,20,10000000,composition,8,composition,CMAES-NBC,MSC-CMA,51,51,2601,0,77,26,100.000000000006,38.82865744397759,2.2112343030482158e-18,3,holm-bonferroni,6.6337029091446474e-18,0.05,<
cec2020,20,10000000,composition,9,composition,CMAES-NBC,MSC-CMA,51,51,2601,0,77,26,398.705047424295,100.00000000004593,3.260975839996054e-18,3,holm-bonferroni,6.6337029091446474e-18,0.05,<
cec2020,20,10000000,composition,10,composition,CMAES-NBC,MSC-CMA,51,51,2397,0.078431372549019662,73,30,413.65733976634903,400.84491997975874,4.4517865354486531e-15,3,holm-bonferroni,4.4517865354486531e-15,0.05,<
cec2022,10,200000,all,1,basic,CMAES-NBC,MSC-CMA,51,51,867,0.66666666666666674,43,60,0,0,7.147198956769631e-06,12,holm-bonferroni,4.288319374061779e-05,0.05,>
cec2022,10,200000,all,2,basic,CMAES-NBC,MSC-CMA,51,51,1220,0.5309496347558631,49.921568627450981,53.078431372549019,0,0,0.49924081569006162,12,holm-bonferroni,0.89096420089617001,0.05,=
cec2022,10,200000,all,3,basic,CMAES-NBC,MSC-CMA,51,51,0,1,26,77,0,0.0037168849278259586,1.3905886961424435e-20,12,holm-bonferroni,1.6672919151250209e-19,0.05,>
cec2022,10,200000,all,4,basic,CMAES-NBC,MSC-CMA,51,51,612,0.76470588235294112,38,65,0,0,2.6611602891927178e-09,12,holm-bonferroni,2.3950442602734459e-08,0.05,>
cec2022,10,200000,all,5,basic,CMAES-NBC,MSC-CMA,51,51,663,0.74509803921568629,39,64,0,0,1.5380085141177387e-08,12,holm-bonferroni,1.2304068112941909e-07,0.05,>
cec2022,10,200000,all,6,hybrid,CMAES-NBC,MSC-CMA,51,51,897,0.65513264129181081,43.588235294117652,59.411764705882355,0.44671502535697999,0.47236996505171192,0.0069933437253637473,12,holm-bonferroni,0.027973374901454989,0.05,>
cec2022,10,200000,all,7,hybrid,CMAES-NBC,MSC-CMA,51,51,1671,0.35755478662053053,58.764705882352942,44.235294117647058,0.62413647413086404,0.62410011040788049,0.013275134049756976,12,holm-bonferroni,0.039825402149270925,0.05,<
cec2022,10,200000,all,8,hybrid,CMAES-NBC,MSC-CMA,51,51,1415,0.45597846981930024,53.745098039215691,49.254901960784309,0.86284883782173005,0.94611383560913964,0.44548210044808501,12,holm-bonferroni,0.89096420089617001,0.05,=
cec2022,10,200000,all,9,composition,CMAES-NBC,MSC-CMA,51,51,561,0.78431372549019607,37,66,229.28438270848699,229.2843827084871,4.6392130375260872e-08,12,holm-bonferroni,3.247449126268261e-07,0.05,>
cec2022,10,200000,all,10,composition,CMAES-NBC,MSC-CMA,51,51,1851,0.28835063437139563,62.294117647058826,40.705882352941174,100.30876657232101,30.176699535088574,0.00023233099493771134,12,holm-bonferroni,0.0011616549746885567,0.05,<
cec2022,10,200000,all,11,composition,CMAES-NBC,MSC-CMA,51,51,0,1,26,77,0,0,1.3894099292708509e-20,12,holm-bonferroni,1.6672919151250209e-19,0.05,>
cec2022,10,200000,all,12,composition,CMAES-NBC,MSC-CMA,51,51,2518,0.031910803537101073,75.372549019607845,27.627450980392158,164.92194156799999,163.1891255617611,1.3514781764686996e-16,12,holm-bonferroni,1.3514781764686996e-15,0.05,<
cec2022,10,200000,composition,9,composition,CMAES-NBC,MSC-CMA,51,51,561,0.78431372549019607,37,66,229.28438270848699,229.2843827084871,4.6392130375260872e-08,4,holm-bonferroni,9.2784260750521744e-08,0.05,>
cec2022,10,200000,composition,10,composition,CMAES-NBC,MSC-CMA,51,51,1851,0.28835063437139563,62.294117647058826,40.705882352941174,100.30876657232101,30.176699535088574,0.00023233099493771134,4,holm-bonferroni,0.00023233099493771134,0.05,<
cec2022,10,200000,composition,11,composition,CMAES-NBC,MSC-CMA,51,51,0,1,26,77,0,0,1.3894099292708509e-20,4,holm-bonferroni,5.5576397170834034e-20,0.05,>
cec2022,10,200000,composition,12,composition,CMAES-NBC,MSC-CMA,51,51,2518,0.031910803537101073,75.372549019607845,27.627450980392158,164.92194156799999,163.1891255617611,1.3514781764686996e-16,4,holm-bonferroni,4.0544345294060988e-16,0.05,<
cec2022,20,1000000,all,1,basic,CMAES-NBC,MSC-CMA,51,51,586.5,0.77450980392156865,37.5,65.5,0,0,6.5084383700789338e-10,12,holm-bonferroni,2.6033753480315735e-09,0.05,>
cec2022,20,1000000,all,2,basic,CMAES-NBC,MSC-CMA,51,51,2601,0,77,26,44.895469322133103,0,4.6249945659930063e-19,12,holm-bonferroni,5.0874940225923068e-18,0.05,<
cec2022,20,1000000,all,3,basic,CMAES-NBC,MSC-CMA,51,51,0,1,26,77,0,0.027154057125699183,1.3905886961424435e-20,12,holm-bonferroni,1.6687064353709324e-19,0.05,>
cec2022,20,1000000,all,4,basic,CMAES-NBC,MSC-CMA,51,51,153,0.94117647058823528,29,74,0,0.99495905709341059,2.4951468606955009e-17,12,holm-bonferroni,1.9961174885564007e-16,0.05,>
cec2022,20,1000000,all,5,basic,CMAES-NBC,MSC-CMA,51,51,484.5,0.81372549019607843,35.5,67.5,0,0.089528250416492483,3.2009082056022217e-11,12,holm-bonferroni,1.6004541028011107e-10,0.05,>
cec2022,20,1000000,all,6,hybrid,CMAES-NBC,MSC-CMA,51,51,1173,0.5490196078431373,49,54,0.5,0.58081117629171786,0.36738113786671933,12,holm-bonferroni,0.73476227573343866,0.05,=
cec2022,20,1000000,all,7,hybrid,CMAES-NBC,MSC-CMA,51,51,1239,0.5236447520184544,50.294117647058826,52.705882352941174,19.998096680179501,19.999414385977843,0.68308636441740789,12,holm-bonferroni,0.73476227573343866,0.05,=
cec2022,20,1000000,all,8,hybrid,CMAES-NBC,MSC-CMA,51,51,1062,0.59169550173010377,46.82352941176471,56.17647058823529,20.648872193242401,20.781165777463684,0.11119062598060196,12,holm-bonferroni,0.33357187794180587,0.05,=
cec2022,20,1000000,all,9,composition,CMAES-NBC,MSC-CMA,51,51,2205,0.15224913494809689,69.235294117647058,33.764705882352942,180.78127167774699,180.78127167774664,1.4670018151351621e-11,12,holm-bonferroni,8.8020108908109722e-11,0.05,<
cec2022,20,1000000,all,10,composition,CMAES-NBC,MSC-CMA,51,51,2563,0.014609765474817404,76.254901960784309,26.745098039215687,100.336923239516,18.597728963794907,3.0094655582329983e-17,12,holm-bonferroni,2.1066258907630988e-16,0.05,<
cec2022,20,1000000,all,11,composition,CMAES-NBC,MSC-CMA,51,51,2601,0,77,26,300.00000000014097,0,3.2936696757663775e-18,12,holm-bonferroni,2.96430270818974e-17,0.05,<
cec2022,20,1000000,all,12,composition,CMAES-NBC,MSC-CMA,51,51,0,1,26,77,231.84804700129101,235.65492041127527,1.014640896418484e-18,12,holm-bonferroni,1.014640896418484e-17,0.05,>
cec2022,20,1000000,composition,9,composition,CMAES-NBC,MSC-CMA,51,51,2205,0.15224913494809689,69.235294117647058,33.764705882352942,180.78127167774699,180.78127167774664,1.4670018151351621e-11,4,holm-bonferroni,1.4670018151351621e-11,0.05,<
cec2022,20,1000000,composition,10,composition,CMAES-NBC,MSC-CMA,51,51,2563,0.014609765474817404,76.254901960784309,26.745098039215687,100.336923239516,18.597728963794907,3.0094655582329983e-17,4,holm-bonferroni,6.0189311164659966e-17,0.05,<
cec2022,20,1000000,composition,11,composition,CMAES-NBC,MSC-CMA,51,51,2601,0,77,26,300.00000000014097,0,3.2936696757663775e-18,4,holm-bonferroni,9.8810090272991328e-18,0.05,<
cec2022,20,1000000,composition,12,composition,CMAES-NBC,MSC-CMA,51,51,0,1,26,77,231.84804700129101,235.65492041127527,1.014640896418484e-18,4,holm-bonferroni,4.0585635856739361e-18,0.05,>
