func,n_runs,maxevals,mean,median,std,best,worst,elapsed_sec
f1,51,50000,0.0,0.0,0.0,0.0,0.0,0.9
f2,51,50000,0.2577346797703624,0.12489898473313588,0.9167455705079628,0.0,6.704481235395633,0.3
f3,51,50000,2.739415022635617,1.6479823498091264,2.421992732906449,0.0,5.414649923540651,0.3
f4,51,50000,0.0021322624393267722,0.0,0.00451583052528194,0.0,0.01984181745524438,0.2
f5,51,50000,0.0,0.0,0.0,0.0,0.0,0.2
f6,51,50000,8.916614723264002e-15,0.0,6.304998736047787e-14,0.0,4.547473508864641e-13,0.3
f7,51,50000,0.0,0.0,0.0,0.0,0.0,0.2
f8,51,50000,0.0,0.0,0.0,0.0,0.0,0.3
f9,51,50000,1.8253655093199799,0.0,8.255626182143468,0.0,53.49666572229535,0.3
f10,51,50000,222.39535893254998,300.0,125.74409864107326,0.0,347.36691593518754,0.3
