func,n_runs,maxevals,mean,median,std,best,worst,elapsed_sec
f11,51,100000,8.916614723264002e-15,0.0,4.413499115233451e-14,0.0,2.2737367544323206e-13,16.8
f12,51,100000,16.23231897723372,0.20814298464574676,39.18625414620753,0.0,130.9108276999441,16.8
f13,51,100000,5.609981449375268,6.0518004865434705,1.4345628576903617,0.0,6.746579976047769,18.2
f14,51,100000,1.990483772040592,0.9949590570934106,3.862694269662709,0.0,20.76659672517235,17.0
f15,51,100000,1.0749318815656344,1.355924722337022,0.6971721918659731,7.321690191020025e-06,2.136250169098048,17.1
f16,51,100000,2.9544455294709118,1.582075464609261,3.710844509678312,1.0029368231712397,12.638029575309929,16.7
f17,51,100000,14.435265308104585,20.12174140353045,8.956190028184118,0.8054068541944162,25.38401596638073,16.4
f18,51,100000,7.194742095756305,1.7800206566942052,8.537496131287932,0.3205209372626996,21.24096736596948,18.1
f19,51,100000,2.0869920281563514,2.1601242210808778,0.46143050525177126,0.35262775779710864,3.157554672751985,18.5
f20,51,100000,10.748824271978764,5.286963545126582,9.436337530019802,7.039602678560186e-08,21.307132262657433,15.9
