func,n_runs,maxevals,mean,median,std,best,worst,elapsed_sec
f1,51,1000000,5.015595781836002e-15,0.0,6.7911487922943e-15,0.0,1.4210854715202004e-14,185.0
f2,51,1000000,2.0184833552944195,0.43718108727171057,2.2294645652979788,0.12490888207867101,7.259274170723074,169.5
f3,51,1000000,5.567123506308507,5.43364169528104,2.536437288719141,0.5704659371303933,10.98939618961299,180.5
f4,51,1000000,1.056948133386712,1.047402354703081,0.3843227542582968,0.33220840734020385,2.3774533298840197,200.9
f5,51,1000000,0.2886698706281639,0.20814298464574676,0.20737451360410555,0.0,1.20310204173893,198.8
f6,51,1000000,0.9475883833491284,0.9810782879947055,0.3156347218320151,0.36580553227895507,1.6120987634362791,210.6
f7,51,1000000,0.8475148540439887,0.8048262761208207,0.2900805582512527,0.2703049467040728,1.6314979658513948,207.4
f8,51,1000000,1.0129274325627906e-11,8.640199666842818e-12,6.0174796951848e-12,2.2737367544323206e-12,3.9108272176235914e-11,285.2
f9,51,1000000,17.906127740442972,2.2009771782904863e-10,38.04601718421678,3.501554601825774e-11,100.00000000005093,213.0
f10,51,1000000,88.24045785125179,100.00383789707803,32.2208598031423,3.115019353572279e-10,100.02014376926991,190.0
