suite,dimension,budget,scope,position_average,position_min,position_max,position_label,position_interval,tie_size,dense_group,algorithm,rank_sum2,mean_dsc_rank,k,n_functions,omnibus_method,omnibus_statistic,omnibus_p_value,omnibus_message,dsc_status,posthoc_control,posthoc_holm_p
cec2020,10,1000000,all,5.0,5,5,5/7,5/7,1,5,jSO,91,4.55,7,10,friedman,17.528571428571443,0.007524912818037799,The null hypothesis is rejected.,≈,j2020,0.09843864901878246
cec2020,10,1000000,all,6.0,6,6,6/7,6/7,1,6,BIPOP-CMA,104,5.2,7,10,friedman,17.528571428571443,0.007524912818037799,The null hypothesis is rejected.,≈,j2020,0.02075705899491964
cec2020,10,1000000,all,7.0,7,7,7/7,7/7,1,7,LSRTDE,115,5.75,7,10,friedman,17.528571428571443,0.007524912818037799,The null hypothesis is rejected.,≈,j2020,0.003998637768708325
cec2020,10,1000000,composition,1.0,1,1,1/7,1/7,1,1,MSC-CMA,6,1.0,7,3,friedman,16.32142857142857,0.012128862935231521,The null hypothesis is rejected.,★,MSC-CMA,
cec2020,10,1000000,composition,3.0,2,4,3/7,2-4/7 (tie),3,2,ARRDE,18,3.0,7,3,friedman,16.32142857142857,0.012128862935231521,The null hypothesis is rejected.,★,MSC-CMA,0.38525888693678484
cec2020,10,1000000,composition,3.0,2,4,3/7,2-4/7 (tie),3,2,NLSHADE-RSP,18,3.0,7,3,friedman,16.32142857142857,0.012128862935231521,The null hypothesis is rejected.,★,MSC-CMA,0.38525888693678484
cec2020,10,1000000,composition,3.0,2,4,3/7,2-4/7 (tie),3,2,j2020,18,3.0,7,3,friedman,16.32142857142857,0.012128862935231521,The null hypothesis is rejected.,★,MSC-CMA,0.38525888693678484
cec2020,10,1000000,composition,5.0,5,5,5/7,5/7,1,3,BIPOP-CMA,31,5.166666666666667,7,3,friedman,16.32142857142857,0.012128862935231521,The null hypothesis is rejected.,★,MSC-CMA,0.03632603669575283
cec2020,10,1000000,composition,6.0,6,6,6/7,6/7,1,4,jSO,36,6.0,7,3,friedman,16.32142857142857,0.012128862935231521,The null hypothesis is rejected.,★,MSC-CMA,0.011465980200633736
cec2020,10,1000000,composition,7.0,7,7,7/7,7/7,1,5,LSRTDE,41,6.833333333333333,7,3,friedman,16.32142857142857,0.012128862935231521,The null hypothesis is rejected.,★,MSC-CMA,0.002827117215454855
cec2020,10,20000000,all,1.0,1,1,1/7,1/7,1,1,ARRDE,41,2.05,7,10,friedman,24.90000000000001,0.0003563217827233789,The null hypothesis is rejected.,,,
cec2020,10,20000000,all,2.0,2,2,2/7,2/7,1,2,j2020,53,2.65,7,10,friedman,24.90000000000001,0.0003563217827233789,The null hypothesis is rejected.,,,
cec2020,10,20000000,all,3.0,3,3,3/7,3/7,1,3,NLSHADE-RSP,70,3.5,7,10,friedman,24.90000000000001,0.0003563217827233789,The null hypothesis is rejected.,,,
cec2020,10,20000000,all,4.0,4,4,4/7,4/7,1,4,MSC-CMA,79,3.95,7,10,friedman,24.90000000000001,0.0003563217827233789,The null hypothesis is rejected.,,,
cec2020,10,20000000,all,5.0,5,5,5/7,5/7,1,5,jSO,96,4.8,7,10,friedman,24.90000000000001,0.0003563217827233789,The null hypothesis is rejected.,,,
cec2020,10,20000000,all,6.0,6,6,6/7,6/7,1,6,BIPOP-CMA,101,5.05,7,10,friedman,24.90000000000001,0.0003563217827233789,The null hypothesis is rejected.,,,
cec2020,10,20000000,all,7.0,7,7,7/7,7/7,1,7,LSRTDE,120,6.0,7,10,friedman,24.90000000000001,0.0003563217827233789,The null hypothesis is rejected.,,,
cec2020,10,20000000,composition,1.0,1,1,1/7,1/7,1,1,MSC-CMA,10,1.6666666666666667,7,3,friedman,13.357142857142854,0.03770233395741718,The null hypothesis is rejected.,,,
cec2020,10,20000000,composition,2.0,2,2,2/7,2/7,1,2,ARRDE,12,2.0,7,3,friedman,13.357142857142854,0.03770233395741718,The null hypothesis is rejected.,,,
cec2020,10,20000000,composition,3.0,3,3,3/7,3/7,1,3,j2020,19,3.1666666666666665,7,3,friedman,13.357142857142854,0.03770233395741718,The null hypothesis is rejected.,,,
cec2020,10,20000000,composition,4.0,4,4,4/7,4/7,1,4,NLSHADE-RSP,26,4.333333333333333,7,3,friedman,13.357142857142854,0.03770233395741718,The null hypothesis is rejected.,,,
cec2020,10,20000000,composition,5.0,5,5,5/7,5/7,1,5,BIPOP-CMA,27,4.5,7,3,friedman,13.357142857142854,0.03770233395741718,The null hypothesis is rejected.,,,
cec2020,10,20000000,composition,6.0,6,6,6/7,6/7,1,6,jSO,33,5.5,7,3,friedman,13.357142857142854,0.03770233395741718,The null hypothesis is rejected.,,,
cec2020,10,20000000,composition,7.0,7,7,7/7,7/7,1,7,LSRTDE,41,6.833333333333333,7,3,friedman,13.357142857142854,0.03770233395741718,The null hypothesis is rejected.,,,
cec2020,15,3000000,all,1.0,1,1,1/7,1/7,1,1,ARRDE,60,3.0,7,10,friedman,11.196428571428559,0.08249200323648875,The null hypothesis is not rejected.,O,,
cec2020,15,3000000,all,2.0,2,2,2/7,2/7,1,2,NLSHADE-RSP,68,3.4,7,10,friedman,11.196428571428559,0.08249200323648875,The null hypothesis is not rejected.,O,,
cec2020,15,3000000,all,3.0,3,3,3/7,3/7,1,3,MSC-CMA,69,3.45,7,10,friedman,11.196428571428559,0.08249200323648875,The null hypothesis is not rejected.,O,,
cec2020,15,3000000,all,4.0,4,4,4/7,4/7,1,4,j2020,75,3.75,7,10,friedman,11.196428571428559,0.08249200323648875,The null hypothesis is not rejected.,O,,
cec2020,15,3000000,all,5.0,5,5,5/7,5/7,1,5,BIPOP-CMA,76,3.8,7,10,friedman,11.196428571428559,0.08249200323648875,The null hypothesis is not rejected.,O,,
cec2020,15,3000000,all,6.0,6,6,6/7,6/7,1,6,jSO,102,5.1,7,10,friedman,11.196428571428559,0.08249200323648875,The null hypothesis is not rejected.,O,,
cec2020,15,3000000,all,7.0,7,7,7/7,7/7,1,7,LSRTDE,110,5.5,7,10,friedman,11.196428571428559,0.08249200323648875,The null hypothesis is not rejected.,O,,
cec2020,15,3000000,composition,1.0,1,1,1/7,1/7,1,1,MSC-CMA,6,1.0,7,3,friedman,14.035714285714274,0.02923974990694289,The null hypothesis is rejected.,★,MSC-CMA,
cec2020,15,3000000,composition,2.0,2,2,2/7,2/7,1,2,ARRDE,18,3.0,7,3,friedman,14.035714285714274,0.02923974990694289,The null hypothesis is rejected.,★,MSC-CMA,0.23456358263946664
cec2020,15,3000000,composition,3.0,3,3,3/7,3/7,1,3,NLSHADE-RSP,20,3.3333333333333335,7,3,friedman,14.035714285714274,0.02923974990694289,The null hypothesis is rejected.,★,MSC-CMA,0.23456358263946664
cec2020,15,3000000,composition,4.0,4,4,4/7,4/7,1,4,j2020,21,3.5,7,3,friedman,14.035714285714274,0.02923974990694289,The null hypothesis is rejected.,★,MSC-CMA,0.23456358263946664
cec2020,15,3000000,composition,5.0,5,5,5/7,5/7,1,5,BIPOP-CMA,27,4.5,7,3,friedman,14.035714285714274,0.02923974990694289,The null hypothesis is rejected.,★,MSC-CMA,0.09444180800715417
cec2020,15,3000000,composition,6.5,6,7,6.5/7,6-7/7 (tie),2,6,LSRTDE,38,6.333333333333333,7,3,friedman,14.035714285714274,0.02923974990694289,The null hypothesis is rejected.,★,MSC-CMA,0.007490726745424656
cec2020,15,3000000,composition,6.5,6,7,6.5/7,6-7/7 (tie),2,6,jSO,38,6.333333333333333,7,3,friedman,14.035714285714274,0.02923974990694289,The null hypothesis is rejected.,★,MSC-CMA,0.007490726745424656
cec2020,20,10000000,all,1.0,1,1,1/7,1/7,1,1,ARRDE,51,2.55,7,10,friedman,10.382142857142854,0.10945441068153938,The null hypothesis is not rejected.,,,
cec2020,20,10000000,all,2.0,2,2,2/7,2/7,1,2,NLSHADE-RSP,66,3.3,7,10,friedman,10.382142857142854,0.10945441068153938,The null hypothesis is not rejected.,,,
cec2020,20,10000000,all,3.0,3,3,3/7,3/7,1,3,j2020,70,3.5,7,10,friedman,10.382142857142854,0.10945441068153938,The null hypothesis is not rejected.,,,
cec2020,20,10000000,all,4.0,4,4,4/7,4/7,1,4,MSC-CMA,85,4.25,7,10,friedman,10.382142857142854,0.10945441068153938,The null hypothesis is not rejected.,,,
cec2020,20,10000000,all,5.0,5,5,5/7,5/7,1,5,LSRTDE,94,4.7,7,10,friedman,10.382142857142854,0.10945441068153938,The null hypothesis is not rejected.,,,
cec2020,20,10000000,all,6.0,6,6,6/7,6/7,1,6,BIPOP-CMA,96,4.8,7,10,friedman,10.382142857142854,0.10945441068153938,The null hypothesis is not rejected.,,,
cec2020,20,10000000,all,7.0,7,7,7/7,7/7,1,7,jSO,98,4.9,7,10,friedman,10.382142857142854,0.10945441068153938,The null hypothesis is not rejected.,,,
cec2020,20,10000000,composition,1.0,1,1,1/7,1/7,1,1,ARRDE,9,1.5,7,3,friedman,13.214285714285726,0.0397565045489241,The null hypothesis is rejected.,,,
cec2020,20,10000000,composition,2.0,2,2,2/7,2/7,1,2,NLSHADE-RSP,15,2.5,7,3,friedman,13.214285714285726,0.0397565045489241,The null hypothesis is rejected.,,,
cec2020,20,10000000,composition,3.0,3,3,3/7,3/7,1,3,MSC-CMA,16,2.6666666666666665,7,3,friedman,13.214285714285726,0.0397565045489241,The null hypothesis is rejected.,,,
cec2020,20,10000000,composition,4.0,4,4,4/7,4/7,1,4,j2020,25,4.166666666666667,7,3,friedman,13.214285714285726,0.0397565045489241,The null hypothesis is rejected.,,,
cec2020,20,10000000,composition,5.0,5,5,5/7,5/7,1,5,BIPOP-CMA,31,5.166666666666667,7,3,friedman,13.214285714285726,0.0397565045489241,The null hypothesis is rejected.,,,
cec2020,20,10000000,composition,6.0,6,6,6/7,6/7,1,6,LSRTDE,32,5.333333333333333,7,3,friedman,13.214285714285726,0.0397565045489241,The null hypothesis is rejected.,,,
cec2020,20,10000000,composition,7.0,7,7,7/7,7/7,1,7,jSO,40,6.666666666666667,7,3,friedman,13.214285714285726,0.0397565045489241,The null hypothesis is rejected.,,,
cec2022,10,200000,all,1.0,1,1,1/7,1/7,1,1,ARRDE,71,2.9583333333333335,7,12,friedman,10.964285714285706,0.08948651699308008,The null hypothesis is not rejected.,,,
cec2022,10,200000,all,2.0,2,2,2/7,2/7,1,2,NLSHADE-RSP,72,3.0,7,12,friedman,10.964285714285706,0.08948651699308008,The null hypothesis is not rejected.,,,
cec2022,10,200000,all,3.0,3,3,3/7,3/7,1,3,j2020,87,3.625,7,12,friedman,10.964285714285706,0.08948651699308008,The null hypothesis is not rejected.,,,
cec2022,10,200000,all,4.0,4,4,4/7,4/7,1,4,jSO,100,4.166666666666667,7,12,friedman,10.964285714285706,0.08948651699308008,The null hypothesis is not rejected.,,,
cec2022,10,200000,all,5.0,5,5,5/7,5/7,1,5,LSRTDE,107,4.458333333333333,7,12,friedman,10.964285714285706,0.08948651699308008,The null hypothesis is not rejected.,,,
cec2022,10,200000,all,6.0,6,6,6/7,6/7,1,6,MSC-CMA,110,4.583333333333333,7,12,friedman,10.964285714285706,0.08948651699308008,The null hypothesis is not rejected.,,,
cec2022,10,200000,all,7.0,7,7,7/7,7/7,1,7,BIPOP-CMA,125,5.208333333333333,7,12,friedman,10.964285714285706,0.08948651699308008,The null hypothesis is not rejected.,,,
cec2022,10,200000,composition,1.0,1,1,1/7,1/7,1,1,NLSHADE-RSP,22,2.75,7,4,friedman,7.955357142857142,0.24139224050770292,The null hypothesis is not rejected.,,,
cec2022,10,200000,composition,2.5,2,3,2.5/7,2-3/7 (tie),2,2,ARRDE,23,2.875,7,4,friedman,7.955357142857142,0.24139224050770292,The null hypothesis is not rejected.,,,
cec2022,10,200000,composition,2.5,2,3,2.5/7,2-3/7 (tie),2,2,j2020,23,2.875,7,4,friedman,7.955357142857142,0.24139224050770292,The null hypothesis is not rejected.,,,
cec2022,10,200000,composition,4.0,4,4,4/7,4/7,1,3,MSC-CMA,29,3.625,7,4,friedman,7.955357142857142,0.24139224050770292,The null hypothesis is not rejected.,,,
cec2022,10,200000,composition,5.0,5,5,5/7,5/7,1,4,BIPOP-CMA,41,5.125,7,4,friedman,7.955357142857142,0.24139224050770292,The null hypothesis is not rejected.,,,
cec2022,10,200000,composition,6.5,6,7,6.5/7,6-7/7 (tie),2,5,LSRTDE,43,5.375,7,4,friedman,7.955357142857142,0.24139224050770292,The null hypothesis is not rejected.,,,
cec2022,10,200000,composition,6.5,6,7,6.5/7,6-7/7 (tie),2,5,jSO,43,5.375,7,4,friedman,7.955357142857142,0.24139224050770292,The null hypothesis is not rejected.,,,
cec2022,10,1000000,all,1.0,1,1,1/7,1/7,1,1,ARRDE,71,2.9583333333333335,7,12,friedman,10.33928571428574,0.11107206089004662,The null hypothesis is not rejected.,,,
cec2022,10,1000000,all,2.0,2,2,2/7,2/7,1,2,NLSHADE-RSP,76,3.1666666666666665,7,12,friedman,10.33928571428574,0.11107206089004662,The null hypothesis is not rejected.,,,
cec2022,10,1000000,all,3.0,3,3,3/7,3/7,1,3,j2020,83,3.4583333333333335,7,12,friedman,10.33928571428574,0.11107206089004662,The null hypothesis is not rejected.,,,
cec2022,10,1000000,all,4.0,4,4,4/7,4/7,1,4,jSO,97,4.041666666666667,7,12,friedman,10.33928571428574,0.11107206089004662,The null hypothesis is not rejected.,,,
cec2022,10,1000000,all,5.0,5,5,5/7,5/7,1,5,MSC-CMA,110,4.583333333333333,7,12,friedman,10.33928571428574,0.11107206089004662,The null hypothesis is not rejected.,,,
cec2022,10,1000000,all,6.0,6,6,6/7,6/7,1,6,BIPOP-CMA,117,4.875,7,12,friedman,10.33928571428574,0.11107206089004662,The null hypothesis is not rejected.,,,
cec2022,10,1000000,all,7.0,7,7,7/7,7/7,1,7,LSRTDE,118,4.916666666666667,7,12,friedman,10.33928571428574,0.11107206089004662,The null hypothesis is not rejected.,,,
cec2022,10,1000000,composition,1.0,1,1,1/7,1/7,1,1,j2020,20,2.5,7,4,friedman,8.464285714285714,0.20602241117692088,The null hypothesis is not rejected.,,,
cec2022,10,1000000,composition,2.0,2,2,2/7,2/7,1,2,ARRDE,21,2.625,7,4,friedman,8.464285714285714,0.20602241117692088,The null hypothesis is not rejected.,,,
cec2022,10,1000000,composition,3.0,3,3,3/7,3/7,1,3,NLSHADE-RSP,24,3.0,7,4,friedman,8.464285714285714,0.20602241117692088,The null hypothesis is not rejected.,,,
cec2022,10,1000000,composition,4.0,4,4,4/7,4/7,1,4,MSC-CMA,33,4.125,7,4,friedman,8.464285714285714,0.20602241117692088,The null hypothesis is not rejected.,,,
cec2022,10,1000000,composition,5.0,5,5,5/7,5/7,1,5,jSO,41,5.125,7,4,friedman,8.464285714285714,0.20602241117692088,The null hypothesis is not rejected.,,,
cec2022,10,1000000,composition,6.0,6,6,6/7,6/7,1,6,LSRTDE,42,5.25,7,4,friedman,8.464285714285714,0.20602241117692088,The null hypothesis is not rejected.,,,
cec2022,10,1000000,composition,7.0,7,7,7/7,7/7,1,7,BIPOP-CMA,43,5.375,7,4,friedman,8.464285714285714,0.20602241117692088,The null hypothesis is not rejected.,,,
cec2022,20,1000000,all,1.0,1,1,1/7,1/7,1,1,LSRTDE,74,3.0833333333333335,7,12,friedman,9.116071428571422,0.1671547591425162,The null hypothesis is not rejected.,,,
cec2022,20,1000000,all,2.0,2,2,2/7,2/7,1,2,ARRDE,82,3.4166666666666665,7,12,friedman,9.116071428571422,0.1671547591425162,The null hypothesis is not rejected.,,,
cec2022,20,1000000,all,3.0,3,3,3/7,3/7,1,3,jSO,87,3.625,7,12,friedman,9.116071428571422,0.1671547591425162,The null hypothesis is not rejected.,,,
cec2022,20,1000000,all,4.0,4,4,4/7,4/7,1,4,MSC-CMA,90,3.75,7,12,friedman,9.116071428571422,0.1671547591425162,The null hypothesis is not rejected.,,,
cec2022,20,1000000,all,5.0,5,5,5/7,5/7,1,5,BIPOP-CMA,98,4.083333333333333,7,12,friedman,9.116071428571422,0.1671547591425162,The null hypothesis is not rejected.,,,
cec2022,20,1000000,all,6.0,6,6,6/7,6/7,1,6,j2020,116,4.833333333333333,7,12,friedman,9.116071428571422,0.1671547591425162,The null hypothesis is not rejected.,,,
cec2022,20,1000000,all,7.0,7,7,7/7,7/7,1,7,NLSHADE-RSP,125,5.208333333333333,7,12,friedman,9.116071428571422,0.1671547591425162,The null hypothesis is not rejected.,,,
cec2022,20,1000000,composition,1.0,1,1,1/7,1/7,1,1,MSC-CMA,25,3.125,7,4,friedman,1.6339285714285714,0.9501072586861202,The null hypothesis is not rejected.,,,
cec2022,20,1000000,composition,2.0,2,2,2/7,2/7,1,2,ARRDE,28,3.5,7,4,friedman,1.6339285714285714,0.9501072586861202,The null hypothesis is not rejected.,,,
cec2022,20,1000000,composition,3.0,3,3,3/7,3/7,1,3,BIPOP-CMA,31,3.875,7,4,friedman,1.6339285714285714,0.9501072586861202,The null hypothesis is not rejected.,,,
cec2022,20,1000000,composition,4.0,4,4,4/7,4/7,1,4,j2020,32,4.0,7,4,friedman,1.6339285714285714,0.9501072586861202,The null hypothesis is not rejected.,,,
cec2022,20,1000000,composition,5.0,5,5,5/7,5/7,1,5,NLSHADE-RSP,34,4.25,7,4,friedman,1.6339285714285714,0.9501072586861202,The null hypothesis is not rejected.,,,
cec2022,20,1000000,composition,6.0,6,6,6/7,6/7,1,6,jSO,36,4.5,7,4,friedman,1.6339285714285714,0.9501072586861202,The null hypothesis is not rejected.,,,
cec2022,20,1000000,composition,7.0,7,7,7/7,7/7,1,7,LSRTDE,38,4.75,7,4,friedman,1.6339285714285714,0.9501072586861202,The null hypothesis is not rejected.,,,
