func,n_runs,maxevals,mean,median,std,best,worst,elapsed_sec
f1,51,3000000,2.7864421010200007e-15,0.0,6.304998736047787e-15,0.0,2.842170943040401e-14,72.4
f2,51,3000000,0.09689344618971732,0.041637393851488014,0.30409218000964133,0.0,2.2350632006882734,78.1
f3,51,3000000,8.56093516636008,15.56697651303898,7.730742197735806,0.0,15.566976513039208,76.1
f4,51,3000000,0.16395428611380178,0.15125054509985603,0.0878532783573564,0.0,0.37064175567979873,72.4
f5,51,3000000,12.327270884652503,9.531346158936003,12.886807026726359,0.8477291120132122,76.52479131157861,76.5
f6,51,3000000,4.1498174708691185,0.49820793679577946,5.838853866981076,0.020204058644822,29.33076578503801,76.6
f7,51,3000000,0.49218689199838705,0.4892619966353777,0.21745263928434105,0.059464686079991225,1.01575872783269,76.8
f8,51,3000000,21.542137768103032,9.094947017729282e-13,39.333194975398435,4.547473508864641e-13,100.00000000000091,86.3
f9,51,3000000,115.68627450980519,100.00000000000136,36.367131354885245,100.00000000000045,200.00000000000318,88.3
f10,51,3000000,394.1214738531086,400.0000000000009,41.56745701849918,100.19516650849755,400.0000000000009,84.1
