suite,dimension,budget,algorithm,payload_algorithm,function_id,n_runs,terminal_value_source,nfev_total_known,nfev_total_min,nfev_total_max,overrun_runs,max_budget_excess,source_path,source_sha256
cec2020,5,50000,MSC-CMA,MSC-CMA,1,51,pkl.errors,True,47132,50009,36,9,/home/svety/cma_es_project/experiments/cec2020/d5/MSC-CMA/maxevals_50000/f1.pkl,43e17f836bea0904ec7e28ed01a9646f46d6d658202e382d991240bc1622f198
cec2020,5,50000,MSC-CMA,MSC-CMA,2,51,pkl.errors,True,45341,50009,8,9,/home/svety/cma_es_project/experiments/cec2020/d5/MSC-CMA/maxevals_50000/f2.pkl,312f0205a49b0924b79a908623e7d28a780ba90847fb95d13f97dd08ed6a22e6
cec2020,5,50000,MSC-CMA,MSC-CMA,3,51,pkl.errors,True,46392,50004,1,4,/home/svety/cma_es_project/experiments/cec2020/d5/MSC-CMA/maxevals_50000/f3.pkl,d8f77d5e412c6b1dbb4b0a3a0bfe09bd806959ae2ae2519f9420927250596cfb
cec2020,5,50000,MSC-CMA,MSC-CMA,4,51,pkl.errors,True,45309,50008,11,8,/home/svety/cma_es_project/experiments/cec2020/d5/MSC-CMA/maxevals_50000/f4.pkl,e6f6371950c646407866e52aeb063824e289a58250a7833b9f3ef3355544d6a3
cec2020,5,50000,MSC-CMA,MSC-CMA,5,51,pkl.errors,True,48586,50009,15,9,/home/svety/cma_es_project/experiments/cec2020/d5/MSC-CMA/maxevals_50000/f5.pkl,0e0f4c040d475810b370e79e11c19aacb3a5f008d4a5091208a51490ecd2b7a2
cec2020,5,50000,MSC-CMA,MSC-CMA,6,51,pkl.errors,True,47525,50009,41,9,/home/svety/cma_es_project/experiments/cec2020/d5/MSC-CMA/maxevals_50000/f6.pkl,3d5ebc956f0166c90f7a9f39b1c857cd0c34c4c1a568e3c2e76454fca9c28dca
cec2020,5,50000,MSC-CMA,MSC-CMA,7,51,pkl.errors,True,47033,50009,45,9,/home/svety/cma_es_project/experiments/cec2020/d5/MSC-CMA/maxevals_50000/f7.pkl,5f3448ae218c8ae34ecc6e6d113cd08bc5390493ffec9dc27b979e704aa9a2ba
cec2020,5,50000,MSC-CMA,MSC-CMA,8,51,pkl.errors,True,46370,50009,26,9,/home/svety/cma_es_project/experiments/cec2020/d5/MSC-CMA/maxevals_50000/f8.pkl,aac3b3425f228ccaaef49be16af9959b0278ae9d0e8f58f6b31e33b4bb7910d0
cec2020,5,50000,MSC-CMA,MSC-CMA,9,51,pkl.errors,True,46120,50009,31,9,/home/svety/cma_es_project/experiments/cec2020/d5/MSC-CMA/maxevals_50000/f9.pkl,ad091a9ae56970f0cb5b096a1a8eebcc8567f94a5624101da9765cc05357c366
cec2020,5,50000,MSC-CMA,MSC-CMA,10,51,pkl.errors,True,46007,50009,33,9,/home/svety/cma_es_project/experiments/cec2020/d5/MSC-CMA/maxevals_50000/f10.pkl,731c1d037543d074863e732492ffcd961daf9bbf50612cfd11ffa599d2634d25
cec2020,5,50000,NEA2PLUS-PY,NEA2PLUS-PY,1,51,pkl.errors,True,50000,50000,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/NEA2PLUS-PY/maxevals_50000/f1.pkl,e2269c5ea212a4cb0772b1b3f32b6450e31679ec113639830f743af289efd501
cec2020,5,50000,NEA2PLUS-PY,NEA2PLUS-PY,2,51,pkl.errors,True,49858,50000,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/NEA2PLUS-PY/maxevals_50000/f2.pkl,5eba1c5889fdb358c69281fde4ee27e66ffc24000887df4bab5f4a1cc8ae51e1
cec2020,5,50000,NEA2PLUS-PY,NEA2PLUS-PY,3,51,pkl.errors,True,49647,50000,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/NEA2PLUS-PY/maxevals_50000/f3.pkl,3d0611feee895279435f182c02eaf8c482d0483ee4d42036580f4d1e4a6455df
cec2020,5,50000,NEA2PLUS-PY,NEA2PLUS-PY,4,51,pkl.errors,True,49923,50000,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/NEA2PLUS-PY/maxevals_50000/f4.pkl,57af72cce2faabef00385af9b401d24165cd62562c780b7d95aa6a332ace981f
cec2020,5,50000,NEA2PLUS-PY,NEA2PLUS-PY,5,51,pkl.errors,True,50000,50000,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/NEA2PLUS-PY/maxevals_50000/f5.pkl,abbd16bf1e85eb3fc8f12e335e1060ad26f9b7713cebdb3dd2e444255780f473
cec2020,5,50000,NEA2PLUS-PY,NEA2PLUS-PY,6,51,pkl.errors,True,50000,50000,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/NEA2PLUS-PY/maxevals_50000/f6.pkl,599510e8bd24b94e7f0e3459e70451f00b16b2abd6aa190c540e2d2b3d824bf7
cec2020,5,50000,NEA2PLUS-PY,NEA2PLUS-PY,7,51,pkl.errors,True,50000,50000,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/NEA2PLUS-PY/maxevals_50000/f7.pkl,3950e2a90d680e6e8f66f885bafd49ac8355806fa28641360549454c5d328514
cec2020,5,50000,NEA2PLUS-PY,NEA2PLUS-PY,8,51,pkl.errors,True,49879,50000,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/NEA2PLUS-PY/maxevals_50000/f8.pkl,b0e1a938f6004ff208a20385557d185c7a5fba4cba2df1a7e8df265285b58e41
cec2020,5,50000,NEA2PLUS-PY,NEA2PLUS-PY,9,51,pkl.errors,True,50000,50000,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/NEA2PLUS-PY/maxevals_50000/f9.pkl,d80e91ab4d9a82147503fe4a6991d55e535eeb50a08ac36095363319403d94c8
cec2020,5,50000,NEA2PLUS-PY,NEA2PLUS-PY,10,51,pkl.errors,True,49644,50000,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/NEA2PLUS-PY/maxevals_50000/f10.pkl,c5cab442a215513520e32cbb216a3be85f6786e18790a5d746b0db4b85f30fce
cec2020,5,50000,BIPOP-CMA,BIPOP-CMA-pycma,1,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/BIPOP-CMA/maxevals_50000/f1.pkl,c621c2e1217c368e6c6f45391768e2121d085be30853787632dfd68714715783
cec2020,5,50000,BIPOP-CMA,BIPOP-CMA-pycma,2,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/BIPOP-CMA/maxevals_50000/f2.pkl,68937a311efb34a63a778f3944b086e33721da8bd12f17e5e2100942008bc049
cec2020,5,50000,BIPOP-CMA,BIPOP-CMA-pycma,3,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/BIPOP-CMA/maxevals_50000/f3.pkl,cba9d0226e1137e3eaf49844945f4a638d1111de6f4ca5273defebfeed86e97a
cec2020,5,50000,BIPOP-CMA,BIPOP-CMA-pycma,4,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/BIPOP-CMA/maxevals_50000/f4.pkl,8c224192c7bee7c0608caf8276aa8269c9f0773ee6b04bfca65f78a6d2cec39d
cec2020,5,50000,BIPOP-CMA,BIPOP-CMA-pycma,5,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/BIPOP-CMA/maxevals_50000/f5.pkl,9630c05b240870b7ece05b9eb4b50ddb8496429d26f1bef022adb252b8f6903a
cec2020,5,50000,BIPOP-CMA,BIPOP-CMA-pycma,6,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/BIPOP-CMA/maxevals_50000/f6.pkl,3755dcf3f3ef0eb62d3c21c4f45f3afad1f62162b8963bd05122fbd8ca9dfbd1
cec2020,5,50000,BIPOP-CMA,BIPOP-CMA-pycma,7,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/BIPOP-CMA/maxevals_50000/f7.pkl,ca25852e8175f0aaa6534ed1f7a748119c1c8ec5d0bbb3dbcf39121631b41b84
cec2020,5,50000,BIPOP-CMA,BIPOP-CMA-pycma,8,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/BIPOP-CMA/maxevals_50000/f8.pkl,8fab8a70e4a9991d0c2587e13e56b2c547fb360e1ab5f5b8fffe690ede222424
cec2020,5,50000,BIPOP-CMA,BIPOP-CMA-pycma,9,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/BIPOP-CMA/maxevals_50000/f9.pkl,8a1e7ebc27cc5a9f4004a3f3108f08613aca32fbb09f2944eff603c032722e21
cec2020,5,50000,BIPOP-CMA,BIPOP-CMA-pycma,10,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2020/d5/BIPOP-CMA/maxevals_50000/f10.pkl,15f7b888ca201b76c9d94e51e9d92e51ced244d6347c35259633e5fe77230e1e
