func,n_runs,maxevals,mean,median,std,best,worst,elapsed_sec
f1,51,300000,2.8325772228865888e-09,1.8944774637930095e-09,2.928744998022451e-09,3.3438141144870315e-11,1.4692375316371908e-08,4.2
f2,51,300000,6.185901464264401e-14,5.684341886080802e-14,2.2305464667568332e-14,2.842170943040401e-14,1.1368683772161603e-13,3.3
f3,51,300000,1.0477022299835202e-12,3.979039320256561e-13,3.1284899273476982e-12,5.684341886080802e-14,2.262368070660159e-11,3.3
f4,51,300000,1.6571818253164655e-09,6.247091732802801e-10,2.450359655179332e-09,3.410605131648481e-13,8.369681836484233e-09,3.4
f5,51,300000,20.069889058979523,20.019607202451425,0.12717035173980148,19.999900407218433,20.615746156668138,3.9
f6,51,300000,2.4074859752812807e-13,2.2737367544323206e-13,1.3628864033372652e-13,1.1368683772161603e-13,6.821210263296962e-13,54.8
f7,51,300000,2.5635267329384007e-13,2.2737367544323206e-13,1.3289196467657437e-13,1.1368683772161603e-13,7.958078640513122e-13,3.8
f8,51,300000,3.628674208222757,3.9798362283733013,3.151413293649826,1.1368683772161603e-13,10.944549628026493,3.5
f9,51,300000,9.520392052400815,9.949590570933083,2.760230194685592,4.974795285466598,17.90926302767957,3.9
f10,51,300000,16.613901442820968,0.12491548120488005,59.89663409346079,0.020819246868995833,341.74969140420035,4.2
f11,51,300000,1830.234115964979,1692.7260514241516,557.0737073824325,902.4458405817713,3362.402138061432,4.6
f12,51,300000,0.1933478549338842,0.15566723422671203,0.11230057890328596,0.06588126822043705,0.5920848050725454,23.0
f13,51,300000,0.08534873788256596,0.08055711988231451,0.018459929702917377,0.05647035022752789,0.1305796492913487,3.4
f14,51,300000,0.2422942076076714,0.2417785529341927,0.03827254490299757,0.12942066288132992,0.3407608880886528,3.5
f15,51,300000,2.260715939264423,2.2275814288868787,0.5065032289434102,1.1616536514663949,3.717217192609496,3.7
f16,51,300000,9.282035348923122,9.373123938298477,0.6015846921908241,7.573804523461149,10.176483236352624,4.0
f17,51,300000,79.30275371256175,73.6860688306972,37.80263951523391,19.941098340319513,192.97054132903395,4.3
f18,51,300000,2.1712647665411606,2.304150365940359,1.252159019354047,0.11292538439238342,5.282820557159994,3.8
f19,51,300000,1.8571500152534322,2.0049979826135313,0.660647201711783,0.26138214697743933,3.1904654859979473,14.8
f20,51,300000,1.7513364224148473,1.5526696902750245,0.627757433931701,0.9701707102735782,3.9936628988812117,3.9
f21,51,300000,28.495347636540668,8.00785983546757,52.656732587391424,1.6579980431811236,253.19962582605194,4.1
f22,51,300000,51.92459753034538,26.20840866272465,50.1161974416586,20.785723584759126,149.1680508196605,6.2
f23,51,300000,315.2441021855671,315.2441021855666,1.5405407561986735e-12,315.2441021855657,315.2441021855766,5.8
f24,51,300000,223.11668751993642,223.25540439972428,0.6448959362732883,221.65620438331644,223.85921405622912,5.4
f25,51,300000,202.40958029059823,202.54925302938818,0.6033481504978034,200.00000000172213,202.67236775792435,6.5
f26,51,300000,100.08236828491988,100.07878553424416,0.02415665165333937,100.03900850227683,100.14643040465035,59.1
f27,51,300000,300.00000000000074,300.0000000000009,2.7515604307243947e-13,300.00000000000045,300.00000000000136,58.6
f28,51,300000,786.4425160558935,793.3572011519573,27.87871143598913,684.5316344985722,824.5717258356026,7.6
f29,51,300000,715.189900441421,714.7464658446397,1.7182939882754522,713.8020418528563,722.8353454572148,16.7
f30,51,300000,959.609762064243,911.2606207130821,375.6180633208076,433.4515193652919,2281.6004736382192,8.0
