func,n_runs,maxevals,mean,median,std,best,worst,elapsed_sec
f1,51,600000,0.0,0.0,0.0,0.0,0.0,3.6
f2,51,600000,3.6315688756825267e-09,0.0,2.3788061484751983e-08,0.0,1.7130429341705167e-07,2.9
f3,51,600000,0.0,0.0,0.0,0.0,0.0,4.4
f4,51,600000,9.054925837931478,8.954626476020508,3.5603611225266003,1.9899181141865938,16.91428885712878,3.5
f5,51,600000,0.0,0.0,0.0,0.0,0.0,3.5
f6,51,600000,0.1907151611453717,0.18074128526905042,0.10852483671974346,0.0038676265617141325,0.4814572380810205,3.4
f7,51,600000,1.4444915851687683e-12,0.0,1.0214097952397416e-11,0.0,7.366907084360719e-11,6.6
f8,51,600000,0.049657512327387084,0.04495427659912821,0.038878650182104846,0.00014012923202244565,0.16235431582936144,7.6
f9,51,600000,208.76630597236093,229.2843827084871,63.482157306081014,0.0,229.2843827084871,4.6
f10,51,600000,2.1667463213722002,0.0,13.900705545116871,0.0,100.18670951421427,4.5
f11,51,600000,0.0,0.0,0.0,0.0,0.0,10.9
f12,51,600000,161.7404414785994,162.70013053532875,1.6142209609239808,158.61835455766823,164.38407979327076,47.1
