suite,dimension,budget,function,function_class,scope,correction,competitor,reference,n_competitor,n_reference,u_competitor,probability_competitor_lower,median_competitor,median_reference,p_raw,holm_family_size,p_holm,alpha,decision
cec2020,5,50000,1,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,426,0.8362168396770473,0,0,6.3926174964731414e-10,10,4.4748322475311991e-09,0.05,lower
cec2020,5,50000,2,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,916.5,0.64763552479815456,0.37469695419986238,0.49959593893299825,0.010075177062977603,10,0.010075177062977603,0.05,lower
cec2020,5,50000,3,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,1895.5,0.27124183006535951,5.3088873129403282,3.2741881753769349,6.6842003855562809e-05,10,0.00020052601156668844,0.05,higher
cec2020,5,50000,4,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,92.5,0.96443675509419458,0.088980638470957274,0.360140728029819,5.9461532532931426e-16,10,4.7569226026345141e-15,0.05,lower
cec2020,5,50000,5,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,511.5,0.80334486735870825,0,0.045452451643313907,3.1055187416104619e-09,10,1.5527593708052308e-08,0.05,lower
cec2020,5,50000,6,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,0,1,0,0.49651018377676337,7.7867529982618213e-19,10,7.0080776984356387e-18,0.05,lower
cec2020,5,50000,7,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,0,1,0,7.8749729254923295e-05,3.8324456919482492e-20,10,3.8324456919482491e-19,0.05,lower
cec2020,5,50000,8,composition,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,408.5,0.84294502114571324,0,0,1.8575958829617251e-09,10,1.1145575297770351e-08,0.05,lower
cec2020,5,50000,9,composition,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,879,0.66205305651672441,0,0,0.0048339959953639725,10,0.0096679919907279449,0.05,lower
cec2020,5,50000,10,composition,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,1998,0.23183391003460208,100.01320653065068,0,3.087729382265656e-06,10,1.2350917529062624e-05,0.05,higher
