suite,dimension,budget,function,function_class,scope,correction,competitor,reference,n_competitor,n_reference,u_competitor,probability_competitor_lower,median_competitor,median_reference,p_raw,holm_family_size,p_holm,alpha,decision
cec2022,20,1000000,1,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,790.5,0.69607843137254899,0,0,3.797427937791664e-05,12,0.00022784567626749986,0.05,lower
cec2022,20,1000000,2,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,1134.5,0.56382160707420215,0,0,0.20673216541773287,12,0.20673216541773287,0.05,not significant
cec2022,20,1000000,3,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,0,1,0,0.027154057125699183,3.836583704452334e-20,12,4.6039004453428011e-19,0.05,lower
cec2022,20,1000000,4,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,2351.5,0.095924644367550993,2.9848771712798907,0.99495905709341059,7.5980287774090062e-13,12,6.078423021927205e-12,0.05,higher
cec2022,20,1000000,5,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,484.5,0.81372549019607843,0,0.089528250416492483,3.2009082056022217e-11,12,2.2406357439215553e-10,0.05,lower
cec2022,20,1000000,6,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,1045,0.59823144944252205,0.49953707094891797,0.58081117629171786,0.0878889164381539,12,0.1757778328763078,0.05,not significant
cec2022,20,1000000,7,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,711,0.72664359861591699,1.6204956391939049,19.999414385977843,8.07583605800781e-05,12,0.00040379180290039051,0.05,lower
cec2022,20,1000000,8,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,818,0.68550557477893115,20.19420075424614,20.781165777463684,0.001255838328243254,12,0.0050233533129730159,0.05,lower
cec2022,20,1000000,9,composition,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,1530,0.41176470588235292,180.78127167774664,180.78127167774664,0.0079704732213371869,12,0.023911419664011561,0.05,higher
cec2022,20,1000000,10,composition,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,2476,0.048058439061899216,100.20375871821489,18.597728963794907,3.7226227932360479e-15,12,3.7226227932360479e-14,0.05,higher
cec2022,20,1000000,11,composition,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,204,0.92156862745098045,0,0,4.3612531495910815e-14,12,3.9251278346319736e-13,0.05,lower
cec2022,20,1000000,12,composition,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,0,1,231.73722466443951,235.65492041127527,1.8088220163152278e-18,12,1.9897042179467507e-17,0.05,lower
cec2022,20,1000000,1,basic,all,holm-bonferroni,BIPOP-CMA,MSC-CMA,51,51,586.5,0.77450980392156865,0,0,6.5084383700789338e-10,12,5.206750696063147e-09,0.05,lower
cec2022,20,1000000,2,basic,all,holm-bonferroni,BIPOP-CMA,MSC-CMA,51,51,1948.5,0.25086505190311414,0,0,4.4511610421654549e-06,12,2.670696625299273e-05,0.05,higher
cec2022,20,1000000,3,basic,all,holm-bonferroni,BIPOP-CMA,MSC-CMA,51,51,0,1,0,0.027154057125699183,1.4679169267329209e-18,12,1.7615003120795051e-17,0.05,lower
cec2022,20,1000000,4,basic,all,holm-bonferroni,BIPOP-CMA,MSC-CMA,51,51,1730,0.33487120338331411,1.9899181141865938,0.99495905709341059,0.0032508795930644152,12,0.013003518372257661,0.05,higher
cec2022,20,1000000,5,basic,all,holm-bonferroni,BIPOP-CMA,MSC-CMA,51,51,484.5,0.81372549019607843,0,0.089528250416492483,3.2009082056022217e-11,12,2.8808173850419994e-10,0.05,lower
cec2022,20,1000000,6,hybrid,all,holm-bonferroni,BIPOP-CMA,MSC-CMA,51,51,2359,0.093041138023836956,11.896818278293949,0.58081117629171786,1.4323738838753284e-12,12,1.5756112722628612e-11,0.05,higher
cec2022,20,1000000,7,hybrid,all,holm-bonferroni,BIPOP-CMA,MSC-CMA,51,51,1947,0.25144175317185702,20.312173164031947,19.999414385977843,1.5358083938171763e-05,12,7.6790419690858809e-05,0.05,higher
cec2022,20,1000000,8,hybrid,all,holm-bonferroni,BIPOP-CMA,MSC-CMA,51,51,1068,0.58938869665513272,20.648207967951294,20.781165777463684,0.1204928855838005,12,0.240985771167601,0.05,not significant
cec2022,20,1000000,9,composition,all,holm-bonferroni,BIPOP-CMA,MSC-CMA,51,51,1176,0.54786620530565167,180.78127167774664,180.78127167774664,0.026527633257255719,12,0.079582899771767163,0.05,not significant
cec2022,20,1000000,10,composition,all,holm-bonferroni,BIPOP-CMA,MSC-CMA,51,51,2338,0.10111495578623608,35.052783240233566,18.597728963794907,3.9116425911157708e-12,12,3.9116425911157708e-11,0.05,higher
cec2022,20,1000000,11,composition,all,holm-bonferroni,BIPOP-CMA,MSC-CMA,51,51,585,0.77508650519031141,0,0,1.707327365756782e-06,12,1.1951291560297474e-05,0.05,lower
cec2022,20,1000000,12,composition,all,holm-bonferroni,BIPOP-CMA,MSC-CMA,51,51,1474.5,0.43310265282583627,235.65492041127527,235.65492041127527,0.22149148137124897,12,0.240985771167601,0.05,not significant
cec2022,20,1000000,1,basic,all,holm-bonferroni,LSRTDE,MSC-CMA,51,51,586.5,0.77450980392156865,0,0,6.5084383700789338e-10,12,4.5559068590552534e-09,0.05,lower
cec2022,20,1000000,2,basic,all,holm-bonferroni,LSRTDE,MSC-CMA,51,51,2601,0,44.895469317451273,0,5.8845130088520678e-21,12,7.0614156106224811e-20,0.05,higher
cec2022,20,1000000,3,basic,all,holm-bonferroni,LSRTDE,MSC-CMA,51,51,0,1,0,0.027154057125699183,1.8092595012025518e-19,12,1.9901854513228068e-18,0.05,lower
cec2022,20,1000000,4,basic,all,holm-bonferroni,LSRTDE,MSC-CMA,51,51,890.5,0.65763168012302953,0.99495905709329691,0.99495905709341059,0.0049036274132420654,12,0.019614509652968262,0.05,lower
