suite,dimension,budget,function_id,problem,algorithm,dsc_rank,dsc_rank2
cec2014,30,300000,25,F25_30D,MSC-CMA,3.0,6
cec2014,30,300000,25,F25_30D,CMAES-NBC,1.0,2
cec2014,30,300000,25,F25_30D,BIPOP-CMA,2.0,4
cec2014,30,300000,26,F26_30D,MSC-CMA,3.0,6
cec2014,30,300000,26,F26_30D,CMAES-NBC,2.0,4
cec2014,30,300000,26,F26_30D,BIPOP-CMA,1.0,2
cec2014,30,300000,27,F27_30D,MSC-CMA,2.5,5
cec2014,30,300000,27,F27_30D,CMAES-NBC,1.0,2
cec2014,30,300000,27,F27_30D,BIPOP-CMA,2.5,5
cec2014,30,300000,28,F28_30D,MSC-CMA,2.0,4
cec2014,30,300000,28,F28_30D,CMAES-NBC,1.0,2
cec2014,30,300000,28,F28_30D,BIPOP-CMA,3.0,6
cec2014,30,300000,29,F29_30D,MSC-CMA,3.0,6
cec2014,30,300000,29,F29_30D,CMAES-NBC,1.0,2
cec2014,30,300000,29,F29_30D,BIPOP-CMA,2.0,4
cec2014,30,300000,30,F30_30D,MSC-CMA,2.0,4
cec2014,30,300000,30,F30_30D,CMAES-NBC,1.0,2
cec2014,30,300000,30,F30_30D,BIPOP-CMA,3.0,6
