suite,dimension,budget,function_id,problem,algorithm,dsc_rank,dsc_rank2
cec2014,30,300000,1,F1_30D,MSC-CMA,3.0,6
cec2014,30,300000,1,F1_30D,CMAES-NBC,1.0,2
cec2014,30,300000,1,F1_30D,BIPOP-CMA,2.0,4
cec2014,30,300000,2,F2_30D,MSC-CMA,3.0,6
cec2014,30,300000,2,F2_30D,CMAES-NBC,1.5,3
cec2014,30,300000,2,F2_30D,BIPOP-CMA,1.5,3
cec2014,30,300000,3,F3_30D,MSC-CMA,3.0,6
cec2014,30,300000,3,F3_30D,CMAES-NBC,1.5,3
cec2014,30,300000,3,F3_30D,BIPOP-CMA,1.5,3
cec2014,30,300000,4,F4_30D,MSC-CMA,3.0,6
cec2014,30,300000,4,F4_30D,CMAES-NBC,1.5,3
cec2014,30,300000,4,F4_30D,BIPOP-CMA,1.5,3
cec2014,30,300000,5,F5_30D,MSC-CMA,2.0,4
cec2014,30,300000,5,F5_30D,CMAES-NBC,3.0,6
cec2014,30,300000,5,F5_30D,BIPOP-CMA,1.0,2
cec2014,30,300000,6,F6_30D,MSC-CMA,3.0,6
cec2014,30,300000,6,F6_30D,CMAES-NBC,1.0,2
cec2014,30,300000,6,F6_30D,BIPOP-CMA,2.0,4
cec2014,30,300000,7,F7_30D,MSC-CMA,3.0,6
cec2014,30,300000,7,F7_30D,CMAES-NBC,1.5,3
cec2014,30,300000,7,F7_30D,BIPOP-CMA,1.5,3
cec2014,30,300000,8,F8_30D,MSC-CMA,1.0,2
cec2014,30,300000,8,F8_30D,CMAES-NBC,3.0,6
cec2014,30,300000,8,F8_30D,BIPOP-CMA,2.0,4
cec2014,30,300000,9,F9_30D,MSC-CMA,2.5,5
cec2014,30,300000,9,F9_30D,CMAES-NBC,1.0,2
cec2014,30,300000,9,F9_30D,BIPOP-CMA,2.5,5
cec2014,30,300000,10,F10_30D,MSC-CMA,1.0,2
cec2014,30,300000,10,F10_30D,CMAES-NBC,3.0,6
cec2014,30,300000,10,F10_30D,BIPOP-CMA,2.0,4
cec2014,30,300000,11,F11_30D,MSC-CMA,2.0,4
cec2014,30,300000,11,F11_30D,CMAES-NBC,1.0,2
cec2014,30,300000,11,F11_30D,BIPOP-CMA,3.0,6
cec2014,30,300000,12,F12_30D,MSC-CMA,2.0,4
cec2014,30,300000,12,F12_30D,CMAES-NBC,3.0,6
cec2014,30,300000,12,F12_30D,BIPOP-CMA,1.0,2
cec2014,30,300000,13,F13_30D,MSC-CMA,3.0,6
cec2014,30,300000,13,F13_30D,CMAES-NBC,1.0,2
cec2014,30,300000,13,F13_30D,BIPOP-CMA,2.0,4
cec2014,30,300000,14,F14_30D,MSC-CMA,3.0,6
cec2014,30,300000,14,F14_30D,CMAES-NBC,2.0,4
cec2014,30,300000,14,F14_30D,BIPOP-CMA,1.0,2
cec2014,30,300000,15,F15_30D,MSC-CMA,3.0,6
cec2014,30,300000,15,F15_30D,CMAES-NBC,2.0,4
cec2014,30,300000,15,F15_30D,BIPOP-CMA,1.0,2
cec2014,30,300000,16,F16_30D,MSC-CMA,3.0,6
cec2014,30,300000,16,F16_30D,CMAES-NBC,1.0,2
cec2014,30,300000,16,F16_30D,BIPOP-CMA,2.0,4
cec2014,30,300000,17,F17_30D,MSC-CMA,3.0,6
cec2014,30,300000,17,F17_30D,CMAES-NBC,1.0,2
cec2014,30,300000,17,F17_30D,BIPOP-CMA,2.0,4
cec2014,30,300000,18,F18_30D,MSC-CMA,2.0,4
cec2014,30,300000,18,F18_30D,CMAES-NBC,1.0,2
cec2014,30,300000,18,F18_30D,BIPOP-CMA,3.0,6
cec2014,30,300000,19,F19_30D,MSC-CMA,3.0,6
cec2014,30,300000,19,F19_30D,CMAES-NBC,1.0,2
cec2014,30,300000,19,F19_30D,BIPOP-CMA,2.0,4
cec2014,30,300000,20,F20_30D,MSC-CMA,3.0,6
cec2014,30,300000,20,F20_30D,CMAES-NBC,1.0,2
cec2014,30,300000,20,F20_30D,BIPOP-CMA,2.0,4
cec2014,30,300000,21,F21_30D,MSC-CMA,2.0,4
cec2014,30,300000,21,F21_30D,CMAES-NBC,1.0,2
cec2014,30,300000,21,F21_30D,BIPOP-CMA,3.0,6
cec2014,30,300000,22,F22_30D,MSC-CMA,1.0,2
cec2014,30,300000,22,F22_30D,CMAES-NBC,3.0,6
cec2014,30,300000,22,F22_30D,BIPOP-CMA,2.0,4
cec2014,30,300000,23,F23_30D,MSC-CMA,3.0,6
cec2014,30,300000,23,F23_30D,CMAES-NBC,1.0,2
cec2014,30,300000,23,F23_30D,BIPOP-CMA,2.0,4
cec2014,30,300000,24,F24_30D,MSC-CMA,1.0,2
cec2014,30,300000,24,F24_30D,CMAES-NBC,2.0,4
cec2014,30,300000,24,F24_30D,BIPOP-CMA,3.0,6
