suite,dimension,budget,class,function,algorithm,reference,n_algorithm,n_reference,U,theta_competitor_better,p_raw,p_holm,decision
cec2014,30,600000,basic,f12,jSO,MSC-CMA,51,51,2577.0,0.00922722029988,1.34344358361e-17,2.15528665242e-16,reference better
cec2014,30,600000,basic,f13,jSO,MSC-CMA,51,51,23.0,0.991157247213,1.26781567789e-17,2.15528665242e-16,competitor better
cec2014,30,600000,basic,f14,jSO,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.19143360637e-17,competitor better
cec2014,30,600000,basic,f15,jSO,MSC-CMA,51,51,107.0,0.958861976163,1.41207601895e-15,1.83569882463e-14,competitor better
cec2014,30,600000,basic,f16,jSO,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.19143360637e-17,competitor better
cec2014,30,600000,hybrid,f17,jSO,MSC-CMA,51,51,51.0,0.980392156863,6.31495486803e-17,8.84093681524e-16,competitor better
cec2014,30,600000,hybrid,f18,jSO,MSC-CMA,51,51,539.0,0.792772010765,3.52162323449e-07,3.16946091104e-06,competitor better
cec2014,30,600000,hybrid,f19,jSO,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.19143360637e-17,competitor better
cec2014,30,600000,hybrid,f20,jSO,MSC-CMA,51,51,47.0,0.981930026913,5.03124597517e-17,7.54686896275e-16,competitor better
cec2014,30,600000,hybrid,f21,jSO,MSC-CMA,51,51,250.0,0.903883121876,2.10503894933e-12,2.10503894933e-11,competitor better
cec2014,30,600000,hybrid,f22,jSO,MSC-CMA,51,51,1546.0,0.405613225682,0.101064792556,0.505323962782,n.s.
cec2014,30,600000,composition,f23,jSO,MSC-CMA,51,51,1300.5,0.5,1,1,n.s.
cec2014,30,600000,composition,f24,jSO,MSC-CMA,51,51,1729.0,0.335255670896,0.00417696189983,0.0292387332988,reference better
cec2014,30,600000,composition,f25,jSO,MSC-CMA,51,51,150.5,0.942137639369,1.36604648142e-14,1.63925577771e-13,competitor better
cec2014,30,600000,composition,f26,jSO,MSC-CMA,51,51,2.0,0.999231064975,3.7169717691e-18,8.19143360637e-17,competitor better
cec2014,30,600000,composition,f27,jSO,MSC-CMA,51,51,51.0,0.980392156863,1.02900058597e-18,2.77830158213e-17,competitor better
cec2014,30,600000,composition,f28,jSO,MSC-CMA,51,51,2430.0,0.0657439446367,4.15304849298e-14,4.56835334228e-13,reference better
cec2014,30,600000,composition,f29,jSO,MSC-CMA,51,51,0.0,1,3.27657344255e-18,8.19143360637e-17,competitor better
cec2014,30,600000,composition,f30,jSO,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.19143360637e-17,competitor better
cec2014,30,1000000,basic,f1,ARRDE,MSC-CMA,51,51,1300.5,0.5,1,1,n.s.
cec2014,30,1000000,basic,f2,ARRDE,MSC-CMA,51,51,1300.5,0.5,1,1,n.s.
cec2014,30,1000000,basic,f3,ARRDE,MSC-CMA,51,51,1300.5,0.5,1,1,n.s.
cec2014,30,1000000,basic,f4,ARRDE,MSC-CMA,51,51,765.0,0.705882352941,3.78871621705e-07,3.03097297364e-06,competitor better
cec2014,30,1000000,basic,f5,ARRDE,MSC-CMA,51,51,423.0,0.837370242215,4.37099917668e-09,4.37099917668e-08,competitor better
cec2014,30,1000000,basic,f6,ARRDE,MSC-CMA,51,51,0.0,1,1.39058869614e-20,4.03270721881e-19,competitor better
cec2014,30,1000000,basic,f7,ARRDE,MSC-CMA,51,51,1045.5,0.598039215686,0.000960592149563,0.00576355289738,competitor better
cec2014,30,1000000,basic,f8,ARRDE,MSC-CMA,51,51,0.0,1,1.29152755389e-20,3.87458266168e-19,competitor better
cec2014,30,1000000,basic,f9,ARRDE,MSC-CMA,51,51,1973.0,0.241445597847,5.65887863465e-06,3.96121504425e-05,reference better
cec2014,30,1000000,basic,f10,ARRDE,MSC-CMA,51,51,0.0,1,1.73350567859e-18,4.68046533219e-17,competitor better
cec2014,30,1000000,basic,f11,ARRDE,MSC-CMA,51,51,2601.0,0,3.30368150167e-18,8.58957190433e-17,reference better
cec2014,30,1000000,basic,f12,ARRDE,MSC-CMA,51,51,2262.0,0.130334486736,1.26191452305e-10,1.64048887997e-09,reference better
cec2014,30,1000000,basic,f13,ARRDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.58957190433e-17,competitor better
cec2014,30,1000000,basic,f14,ARRDE,MSC-CMA,51,51,1.0,0.999615532488,3.50431650512e-18,8.58957190433e-17,competitor better
cec2014,30,1000000,basic,f15,ARRDE,MSC-CMA,51,51,52.0,0.98000768935,6.68337662057e-17,1.2030077917e-15,competitor better
cec2014,30,1000000,basic,f16,ARRDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.58957190433e-17,competitor better
cec2014,30,1000000,hybrid,f17,ARRDE,MSC-CMA,51,51,485.0,0.81353325644,4.90952281594e-08,4.41857053434e-07,competitor better
cec2014,30,1000000,hybrid,f18,ARRDE,MSC-CMA,51,51,149.0,0.942714340638,1.32590184247e-14,1.9888527637e-13,competitor better
cec2014,30,1000000,hybrid,f19,ARRDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.58957190433e-17,competitor better
cec2014,30,1000000,hybrid,f20,ARRDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.58957190433e-17,competitor better
cec2014,30,1000000,hybrid,f21,ARRDE,MSC-CMA,51,51,152.0,0.941560938101,1.55129102766e-14,2.17180743872e-13,competitor better
cec2014,30,1000000,hybrid,f22,ARRDE,MSC-CMA,51,51,390.0,0.850057670127,1.12654475141e-09,1.35185370169e-08,competitor better
cec2014,30,1000000,composition,f23,ARRDE,MSC-CMA,51,51,1300.5,0.5,1,1,n.s.
cec2014,30,1000000,composition,f24,ARRDE,MSC-CMA,51,51,2601.0,0,3.30368150167e-18,8.58957190433e-17,reference better
cec2014,30,1000000,composition,f25,ARRDE,MSC-CMA,51,51,55.0,0.978854286813,7.59900064544e-17,1.29183010972e-15,competitor better
cec2014,30,1000000,composition,f26,ARRDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.58957190433e-17,competitor better
cec2014,30,1000000,composition,f27,ARRDE,MSC-CMA,51,51,0.0,1,8.96631740191e-20,2.51056887254e-18,competitor better
cec2014,30,1000000,composition,f28,ARRDE,MSC-CMA,51,51,1338.0,0.485582468281,0.804419480582,1,n.s.
cec2014,30,1000000,composition,f29,ARRDE,MSC-CMA,51,51,103.0,0.960399846213,1.13621623896e-15,1.81794598234e-14,competitor better
cec2014,30,1000000,composition,f30,ARRDE,MSC-CMA,51,51,405.0,0.844290657439,2.09875786619e-09,2.30863365281e-08,competitor better
cec2014,30,1000000,basic,f1,BIPOP-CMA,MSC-CMA,51,51,1300.5,0.5,1,1,n.s.
cec2014,30,1000000,basic,f2,BIPOP-CMA,MSC-CMA,51,51,1300.5,0.5,1,1,n.s.
cec2014,30,1000000,basic,f3,BIPOP-CMA,MSC-CMA,51,51,1300.5,0.5,1,1,n.s.
cec2014,30,1000000,basic,f4,BIPOP-CMA,MSC-CMA,51,51,765.0,0.705882352941,3.78871621705e-07,4.92533108216e-06,competitor better
cec2014,30,1000000,basic,f5,BIPOP-CMA,MSC-CMA,51,51,429.0,0.83506343714,5.56443233934e-09,8.34664850901e-08,competitor better
cec2014,30,1000000,basic,f6,BIPOP-CMA,MSC-CMA,51,51,76.0,0.97078046905,9.63106799972e-17,2.21514563994e-15,competitor better
cec2014,30,1000000,basic,f7,BIPOP-CMA,MSC-CMA,51,51,1045.5,0.598039215686,0.000960592149563,0.00960592149563,competitor better
cec2014,30,1000000,basic,f8,BIPOP-CMA,MSC-CMA,51,51,1472.0,0.434063821607,0.250234413867,1,n.s.
cec2014,30,1000000,basic,f9,BIPOP-CMA,MSC-CMA,51,51,1009.5,0.611880046136,0.0496630215828,0.446967194245,n.s.
cec2014,30,1000000,basic,f10,BIPOP-CMA,MSC-CMA,51,51,1990.0,0.234909650135,4.00205989757e-06,4.80247187709e-05,reference better
cec2014,30,1000000,basic,f11,BIPOP-CMA,MSC-CMA,51,51,1938.0,0.254901960784,2.01470761493e-05,0.000221617837642,reference better
cec2014,30,1000000,basic,f12,BIPOP-CMA,MSC-CMA,51,51,81.0,0.968858131488,3.39462820675e-16,7.46818205486e-15,competitor better
cec2014,30,1000000,basic,f13,BIPOP-CMA,MSC-CMA,51,51,0.0,1,3.30368150167e-18,9.58067635483e-17,competitor better
cec2014,30,1000000,basic,f14,BIPOP-CMA,MSC-CMA,51,51,399.0,0.846597462514,1.63828535223e-09,2.62125656356e-08,competitor better
cec2014,30,1000000,basic,f15,BIPOP-CMA,MSC-CMA,51,51,156.0,0.940023068051,1.91132416127e-14,3.82264832254e-13,competitor better
cec2014,30,1000000,basic,f16,BIPOP-CMA,MSC-CMA,51,51,17.0,0.993464052288,8.94690606667e-18,2.23672651667e-16,competitor better
cec2014,30,1000000,hybrid,f17,BIPOP-CMA,MSC-CMA,51,51,1208.0,0.535563244906,0.538073344267,1,n.s.
cec2014,30,1000000,hybrid,f18,BIPOP-CMA,MSC-CMA,51,51,2588.0,0.00499807766244,7.08543553393e-18,1.84221323882e-16,reference better
cec2014,30,1000000,hybrid,f19,BIPOP-CMA,MSC-CMA,51,51,223.0,0.914263744714,5.67605382739e-13,1.02168968893e-11,competitor better
cec2014,30,1000000,hybrid,f20,BIPOP-CMA,MSC-CMA,51,51,1533.0,0.410611303345,0.120492885584,0.843450199087,n.s.
cec2014,30,1000000,hybrid,f21,BIPOP-CMA,MSC-CMA,51,51,2429.0,0.0661284121492,4.37355676541e-14,8.30975785428e-13,reference better
cec2014,30,1000000,hybrid,f22,BIPOP-CMA,MSC-CMA,51,51,1544.0,0.406382160707,0.103879923064,0.831039384514,n.s.
cec2014,30,1000000,composition,f23,BIPOP-CMA,MSC-CMA,51,51,0.0,1,9.56608989011e-24,2.86982696703e-22,competitor better
cec2014,30,1000000,composition,f24,BIPOP-CMA,MSC-CMA,51,51,2601.0,0,3.30368150167e-18,9.58067635483e-17,reference better
cec2014,30,1000000,composition,f25,BIPOP-CMA,MSC-CMA,51,51,46.5,0.982122260669,4.63141576817e-17,1.11153978436e-15,competitor better
cec2014,30,1000000,composition,f26,BIPOP-CMA,MSC-CMA,51,51,0.0,1,3.30368150167e-18,9.58067635483e-17,competitor better
cec2014,30,1000000,composition,f27,BIPOP-CMA,MSC-CMA,51,51,1095.0,0.579008073818,0.170034105385,1,n.s.
cec2014,30,1000000,composition,f28,BIPOP-CMA,MSC-CMA,51,51,2115.0,0.186851211073,5.09783770892e-08,7.13697279249e-07,reference better
cec2014,30,1000000,composition,f29,BIPOP-CMA,MSC-CMA,51,51,100.0,0.96155324875,9.64854530951e-16,2.026194515e-14,competitor better
cec2014,30,1000000,composition,f30,BIPOP-CMA,MSC-CMA,51,51,2372.0,0.0880430603614,7.61627010187e-13,1.29476591732e-11,reference better
cec2014,30,1000000,basic,f1,LSRTDE,MSC-CMA,51,51,1300.5,0.5,1,1,n.s.
cec2014,30,1000000,basic,f2,LSRTDE,MSC-CMA,51,51,1300.5,0.5,1,1,n.s.
cec2014,30,1000000,basic,f3,LSRTDE,MSC-CMA,51,51,1300.5,0.5,1,1,n.s.
cec2014,30,1000000,basic,f4,LSRTDE,MSC-CMA,51,51,765.0,0.705882352941,3.78871621705e-07,3.78871621705e-06,competitor better
cec2014,30,1000000,basic,f5,LSRTDE,MSC-CMA,51,51,2077.0,0.201460976547,2.06331590844e-07,2.26964749928e-06,reference better
cec2014,30,1000000,basic,f6,LSRTDE,MSC-CMA,51,51,0.0,1,1.39058869614e-20,4.17176608843e-19,competitor better
cec2014,30,1000000,basic,f7,LSRTDE,MSC-CMA,51,51,1045.5,0.598039215686,0.000960592149563,0.00736399776815,competitor better
cec2014,30,1000000,basic,f8,LSRTDE,MSC-CMA,51,51,0.0,1,1.25348090285e-18,3.50974652797e-17,competitor better
cec2014,30,1000000,basic,f9,LSRTDE,MSC-CMA,51,51,124.0,0.952326028451,1.38213575908e-15,2.48784436634e-14,competitor better
cec2014,30,1000000,basic,f10,LSRTDE,MSC-CMA,51,51,92.0,0.96462898885,6.17013723238e-16,1.17232607415e-14,competitor better
cec2014,30,1000000,basic,f11,LSRTDE,MSC-CMA,51,51,1245.0,0.521337946943,0.712797160335,1,n.s.
cec2014,30,1000000,basic,f12,LSRTDE,MSC-CMA,51,51,2223.0,0.145328719723,6.79985638288e-10,9.51979893603e-09,reference better
cec2014,30,1000000,basic,f13,LSRTDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.91607358595e-17,competitor better
cec2014,30,1000000,basic,f14,LSRTDE,MSC-CMA,51,51,189.0,0.927335640138,1.04096073031e-13,1.66553716849e-12,competitor better
cec2014,30,1000000,basic,f15,LSRTDE,MSC-CMA,51,51,463.0,0.821991541715,2.1214208525e-08,2.75784710825e-07,competitor better
cec2014,30,1000000,basic,f16,LSRTDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.91607358595e-17,competitor better
cec2014,30,1000000,hybrid,f17,LSRTDE,MSC-CMA,51,51,84.0,0.96770472895,3.99847458744e-16,7.99694917489e-15,competitor better
cec2014,30,1000000,hybrid,f18,LSRTDE,MSC-CMA,51,51,497.0,0.80891964629,4.55869128527e-08,5.47042954233e-07,competitor better
cec2014,30,1000000,hybrid,f19,LSRTDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.91607358595e-17,competitor better
cec2014,30,1000000,hybrid,f20,LSRTDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.91607358595e-17,competitor better
cec2014,30,1000000,hybrid,f21,LSRTDE,MSC-CMA,51,51,17.0,0.993464052288,8.93935025191e-18,1.8772635529e-16,competitor better
cec2014,30,1000000,hybrid,f22,LSRTDE,MSC-CMA,51,51,874.0,0.663975394079,0.0043569179359,0.0261415076154,competitor better
cec2014,30,1000000,composition,f23,LSRTDE,MSC-CMA,51,51,1300.5,0.5,1,1,n.s.
cec2014,30,1000000,composition,f24,LSRTDE,MSC-CMA,51,51,1938.0,0.254901960784,1.95752385098e-05,0.000176177146588,reference better
cec2014,30,1000000,composition,f25,LSRTDE,MSC-CMA,51,51,162.0,0.937716262976,2.55489606336e-14,4.34332330772e-13,competitor better
cec2014,30,1000000,composition,f26,LSRTDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.91607358595e-17,competitor better
cec2014,30,1000000,composition,f27,LSRTDE,MSC-CMA,51,51,408.0,0.843137254902,5.35202647168e-10,8.02803970752e-09,competitor better
cec2014,30,1000000,composition,f28,LSRTDE,MSC-CMA,51,51,1796.0,0.309496347559,0.000920499721018,0.00736399776815,reference better
cec2014,30,1000000,composition,f29,LSRTDE,MSC-CMA,51,51,0.0,1,1.39058869614e-20,4.17176608843e-19,competitor better
cec2014,30,1000000,composition,f30,LSRTDE,MSC-CMA,51,51,0.0,1,3.30224947628e-18,8.91607358595e-17,competitor better
cec2014,30,1000000,basic,f1,NLSHADE-RSP,MSC-CMA,51,51,2601.0,0,1.39058869614e-20,4.03270721881e-19,reference better
cec2014,30,1000000,basic,f2,NLSHADE-RSP,MSC-CMA,51,51,1326.0,0.490196078431,0.326892579782,0.661990825642,n.s.
cec2014,30,1000000,basic,f3,NLSHADE-RSP,MSC-CMA,51,51,1326.0,0.490196078431,0.326892579782,0.661990825642,n.s.
cec2014,30,1000000,basic,f4,NLSHADE-RSP,MSC-CMA,51,51,1530.0,0.411764705882,0.120108487872,0.600542439359,n.s.
cec2014,30,1000000,basic,f5,NLSHADE-RSP,MSC-CMA,51,51,1484.0,0.429450211457,0.220663608547,0.661990825642,n.s.
cec2014,30,1000000,basic,f6,NLSHADE-RSP,MSC-CMA,51,51,2540.0,0.0234525182622,1.11112605318e-16,1.77780168509e-15,reference better
cec2014,30,1000000,basic,f7,NLSHADE-RSP,MSC-CMA,51,51,1045.5,0.598039215686,0.000960592149563,0.0076847371965,competitor better
cec2014,30,1000000,basic,f8,NLSHADE-RSP,MSC-CMA,51,51,0.0,1,1.29152755389e-20,3.87458266168e-19,competitor better
cec2014,30,1000000,basic,f9,NLSHADE-RSP,MSC-CMA,51,51,2601.0,0,2.51524457806e-18,6.79116036077e-17,reference better
cec2014,30,1000000,basic,f10,NLSHADE-RSP,MSC-CMA,51,51,0.0,1,1.39058869614e-20,4.03270721881e-19,competitor better
cec2014,30,1000000,basic,f11,NLSHADE-RSP,MSC-CMA,51,51,2601.0,0,3.30368150167e-18,8.58957190433e-17,reference better
cec2014,30,1000000,basic,f12,NLSHADE-RSP,MSC-CMA,51,51,2545.0,0.0215301806997,8.38120991436e-17,1.42480568544e-15,reference better
cec2014,30,1000000,basic,f13,NLSHADE-RSP,MSC-CMA,51,51,34.0,0.986928104575,2.39219354355e-17,4.30594837839e-16,competitor better
cec2014,30,1000000,basic,f14,NLSHADE-RSP,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.58957190433e-17,competitor better
cec2014,30,1000000,basic,f15,NLSHADE-RSP,MSC-CMA,51,51,1777.0,0.316801230296,0.00144389933064,0.00866339598382,reference better
cec2014,30,1000000,basic,f16,NLSHADE-RSP,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.58957190433e-17,competitor better
cec2014,30,1000000,hybrid,f17,NLSHADE-RSP,MSC-CMA,51,51,2591.0,0.00384467512495,5.94545508366e-18,1.24854556757e-16,reference better
cec2014,30,1000000,hybrid,f18,NLSHADE-RSP,MSC-CMA,51,51,2597.0,0.00153787004998,4.18122461475e-18,9.19869415245e-17,reference better
cec2014,30,1000000,hybrid,f19,NLSHADE-RSP,MSC-CMA,51,51,201.0,0.922722029988,1.90519655695e-13,2.28623586834e-12,competitor better
cec2014,30,1000000,hybrid,f20,NLSHADE-RSP,MSC-CMA,51,51,2514.0,0.0334486735871,4.729381639e-16,7.09407245849e-15,reference better
cec2014,30,1000000,hybrid,f21,NLSHADE-RSP,MSC-CMA,51,51,2571.0,0.0115340253749,1.90018555103e-17,3.61035254695e-16,reference better
cec2014,30,1000000,hybrid,f22,NLSHADE-RSP,MSC-CMA,51,51,2082.0,0.199538638985,1.72278371094e-07,1.72278371094e-06,reference better
cec2014,30,1000000,composition,f23,NLSHADE-RSP,MSC-CMA,51,51,1351.5,0.480392156863,0.159349099962,0.63739639985,n.s.
cec2014,30,1000000,composition,f24,NLSHADE-RSP,MSC-CMA,51,51,2601.0,0,3.30368150167e-18,8.58957190433e-17,reference better
cec2014,30,1000000,composition,f25,NLSHADE-RSP,MSC-CMA,51,51,2487.0,0.0438292964245,2.06212419627e-15,2.88697387477e-14,reference better
cec2014,30,1000000,composition,f26,NLSHADE-RSP,MSC-CMA,51,51,426.0,0.836216839677,4.93271631655e-09,5.4259879482e-08,competitor better
cec2014,30,1000000,composition,f27,NLSHADE-RSP,MSC-CMA,51,51,2448.0,0.0588235294118,1.6344900314e-14,2.12483704082e-13,reference better
cec2014,30,1000000,composition,f28,NLSHADE-RSP,MSC-CMA,51,51,2582.0,0.00730488273741,1.00510350689e-17,2.01020701377e-16,reference better
cec2014,30,1000000,composition,f29,NLSHADE-RSP,MSC-CMA,51,51,1787.0,0.312956555171,0.00114331911409,0.00800323379863,reference better
cec2014,30,1000000,composition,f30,NLSHADE-RSP,MSC-CMA,51,51,1912.0,0.264898116109,4.32781070084e-05,0.000389502963076,reference better
cec2014,30,1000000,basic,f1,j2020,MSC-CMA,51,51,2601.0,0,1.39058869614e-20,4.03270721881e-19,reference better
cec2014,30,1000000,basic,f2,j2020,MSC-CMA,51,51,1300.5,0.5,1,1,n.s.
cec2014,30,1000000,basic,f3,j2020,MSC-CMA,51,51,1300.5,0.5,1,1,n.s.
cec2014,30,1000000,basic,f4,j2020,MSC-CMA,51,51,1551.0,0.40369088812,0.0897242395622,0.448621197811,n.s.
cec2014,30,1000000,basic,f5,j2020,MSC-CMA,51,51,1592.0,0.387927720108,0.0514654978968,0.308792987381,n.s.
cec2014,30,1000000,basic,f6,j2020,MSC-CMA,51,51,1131.0,0.565167243368,0.25786511772,0.77359535316,n.s.
cec2014,30,1000000,basic,f7,j2020,MSC-CMA,51,51,1045.5,0.598039215686,0.000960592149563,0.0076847371965,competitor better
cec2014,30,1000000,basic,f8,j2020,MSC-CMA,51,51,0.0,1,1.29152755389e-20,3.87458266168e-19,competitor better
cec2014,30,1000000,basic,f9,j2020,MSC-CMA,51,51,2601.0,0,2.51524457806e-18,6.79116036077e-17,reference better
cec2014,30,1000000,basic,f10,j2020,MSC-CMA,51,51,0.0,1,6.38713936112e-19,1.78839902111e-17,competitor better
cec2014,30,1000000,basic,f11,j2020,MSC-CMA,51,51,2601.0,0,3.30368150167e-18,8.58957190433e-17,reference better
cec2014,30,1000000,basic,f12,j2020,MSC-CMA,51,51,2601.0,0,3.30368150167e-18,8.58957190433e-17,reference better
cec2014,30,1000000,basic,f13,j2020,MSC-CMA,51,51,685.0,0.736639753941,3.85479204656e-05,0.000385479204656,competitor better
cec2014,30,1000000,basic,f14,j2020,MSC-CMA,51,51,7.0,0.997308727413,4.98690109251e-18,9.97380218502e-17,competitor better
cec2014,30,1000000,basic,f15,j2020,MSC-CMA,51,51,2580.0,0.0080738177624,1.12894261616e-17,2.03209670908e-16,reference better
cec2014,30,1000000,basic,f16,j2020,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.58957190433e-17,competitor better
cec2014,30,1000000,hybrid,f17,j2020,MSC-CMA,51,51,2586.0,0.00576701268743,7.96265928227e-18,1.51290526363e-16,reference better
cec2014,30,1000000,hybrid,f18,j2020,MSC-CMA,51,51,2601.0,0,3.30368150167e-18,8.58957190433e-17,reference better
cec2014,30,1000000,hybrid,f19,j2020,MSC-CMA,51,51,779.0,0.700499807766,0.000488653076605,0.00439787768945,competitor better
cec2014,30,1000000,hybrid,f20,j2020,MSC-CMA,51,51,2601.0,0,3.30368150167e-18,8.58957190433e-17,reference better
cec2014,30,1000000,hybrid,f21,j2020,MSC-CMA,51,51,2578.0,0.00884275278739,1.26781567789e-17,2.15528665242e-16,reference better
cec2014,30,1000000,hybrid,f22,j2020,MSC-CMA,51,51,2552.0,0.0188389081123,5.63717210718e-17,9.01947537149e-16,reference better
cec2014,30,1000000,composition,f23,j2020,MSC-CMA,51,51,2397.0,0.078431372549,1.38948143275e-16,2.08422214912e-15,reference better
cec2014,30,1000000,composition,f24,j2020,MSC-CMA,51,51,2601.0,0,3.30368150167e-18,8.58957190433e-17,reference better
cec2014,30,1000000,composition,f25,j2020,MSC-CMA,51,51,2392.0,0.0803537101115,2.84061976514e-13,3.97686767119e-12,reference better
cec2014,30,1000000,composition,f26,j2020,MSC-CMA,51,51,1098.0,0.57785467128,0.176398706684,0.705594826737,n.s.
cec2014,30,1000000,composition,f27,j2020,MSC-CMA,51,51,2143.0,0.176086120723,1.74439629156e-08,1.91883592072e-07,reference better
cec2014,30,1000000,composition,f28,j2020,MSC-CMA,51,51,2155.0,0.171472510573,1.09335569629e-08,1.31202683555e-07,reference better
cec2014,30,1000000,composition,f29,j2020,MSC-CMA,51,51,1760.0,0.323337178008,0.00212663442565,0.0148864409796,reference better
cec2014,30,1000000,composition,f30,j2020,MSC-CMA,51,51,2236.0,0.140330642061,3.90743127795e-10,5.07966066134e-09,reference better
cec2014,30,1000000,basic,f1,jSO,MSC-CMA,51,51,1300.5,0.5,1,1,n.s.
cec2014,30,1000000,basic,f2,jSO,MSC-CMA,51,51,1300.5,0.5,1,1,n.s.
cec2014,30,1000000,basic,f3,jSO,MSC-CMA,51,51,1300.5,0.5,1,1,n.s.
cec2014,30,1000000,basic,f4,jSO,MSC-CMA,51,51,765.0,0.705882352941,3.78871621705e-07,3.78871621705e-06,competitor better
cec2014,30,1000000,basic,f5,jSO,MSC-CMA,51,51,1556.0,0.401768550557,0.0878889164382,0.527333498629,n.s.
cec2014,30,1000000,basic,f6,jSO,MSC-CMA,51,51,0.0,1,1.39058869614e-20,4.03270721881e-19,competitor better
cec2014,30,1000000,basic,f7,jSO,MSC-CMA,51,51,1045.5,0.598039215686,0.000960592149563,0.0076847371965,competitor better
cec2014,30,1000000,basic,f8,jSO,MSC-CMA,51,51,0.0,1,1.29152755389e-20,3.87458266168e-19,competitor better
cec2014,30,1000000,basic,f9,jSO,MSC-CMA,51,51,2601.0,0,2.43894702658e-18,6.34126226912e-17,reference better
cec2014,30,1000000,basic,f10,jSO,MSC-CMA,51,51,0.0,1,1.98815223541e-20,5.56682625914e-19,competitor better
cec2014,30,1000000,basic,f11,jSO,MSC-CMA,51,51,2601.0,0,3.30368150167e-18,8.25920375417e-17,reference better
cec2014,30,1000000,basic,f12,jSO,MSC-CMA,51,51,2524.0,0.0296039984621,2.71894509953e-16,4.07841764929e-15,reference better
cec2014,30,1000000,basic,f13,jSO,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.25920375417e-17,competitor better
cec2014,30,1000000,basic,f14,jSO,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.25920375417e-17,competitor better
cec2014,30,1000000,basic,f15,jSO,MSC-CMA,51,51,61.0,0.976547481738,1.11112605318e-16,1.77780168509e-15,competitor better
cec2014,30,1000000,basic,f16,jSO,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.25920375417e-17,competitor better
cec2014,30,1000000,hybrid,f17,jSO,MSC-CMA,51,51,500.0,0.807766243752,8.59519867146e-08,1.03142384057e-06,competitor better
cec2014,30,1000000,hybrid,f18,jSO,MSC-CMA,51,51,1048.0,0.597078046905,0.0916875558783,0.527333498629,n.s.
cec2014,30,1000000,hybrid,f19,jSO,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.25920375417e-17,competitor better
cec2014,30,1000000,hybrid,f20,jSO,MSC-CMA,51,51,15.0,0.994232987313,7.96265928227e-18,1.43327867081e-16,competitor better
cec2014,30,1000000,hybrid,f21,jSO,MSC-CMA,51,51,536.0,0.793925413303,3.16698971945e-07,3.4836886914e-06,competitor better
cec2014,30,1000000,hybrid,f22,jSO,MSC-CMA,51,51,1011.0,0.611303344867,0.0530894738263,0.371626316784,n.s.
cec2014,30,1000000,composition,f23,jSO,MSC-CMA,51,51,1300.5,0.5,1,1,n.s.
cec2014,30,1000000,composition,f24,jSO,MSC-CMA,51,51,2055.0,0.209919261822,4.46759579394e-07,4.02083621455e-06,reference better
cec2014,30,1000000,composition,f25,jSO,MSC-CMA,51,51,143.0,0.945021145713,9.03208332013e-15,1.26449166482e-13,competitor better
cec2014,30,1000000,composition,f26,jSO,MSC-CMA,51,51,3.0,0.998846597463,3.94235734472e-18,8.25920375417e-17,competitor better
cec2014,30,1000000,composition,f27,jSO,MSC-CMA,51,51,204.0,0.921568627451,3.78721100107e-14,4.92337430139e-13,competitor better
cec2014,30,1000000,composition,f28,jSO,MSC-CMA,51,51,2554.0,0.0180699730873,5.02921800649e-17,8.54967061104e-16,reference better
cec2014,30,1000000,composition,f29,jSO,MSC-CMA,51,51,0.0,1,7.57160571675e-19,2.04433354352e-17,competitor better
cec2014,30,1000000,composition,f30,jSO,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.25920375417e-17,competitor better
