suite,dimension,budget,algorithm,payload_algorithm,function_id,n_runs,terminal_value_source,nfev_total_known,nfev_total_min,nfev_total_max,overrun_runs,max_budget_excess,source_path,source_sha256
cec2017,10,100000,MSC-CMA,MSC-CMA,1,51,pkl.errors,True,99884,100009,46,9,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f1.pkl,64e21e8fdb5c8372529a5d87fa830518dd4b8edf1f1b01a236933ef8a2a7bfb1
cec2017,10,100000,MSC-CMA,MSC-CMA,3,51,pkl.errors,True,98468,99130,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f3.pkl,d872cddcaa35e1c6b1a4ec6802a7a9e2156d9b8dc1db851f6b01d388068a2c14
cec2017,10,100000,MSC-CMA,MSC-CMA,4,51,pkl.errors,True,95823,100009,13,9,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f4.pkl,cb3ededcc75d38fcc72e43937c1e4164ed9d2d39da3afb282bc4fc45b01c158c
cec2017,10,100000,MSC-CMA,MSC-CMA,5,51,pkl.errors,True,93925,98599,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f5.pkl,bbb4a4652038fa8135a8da7a7eb6bca0448821a17fc475df45927a055a6dc4dd
cec2017,10,100000,MSC-CMA,MSC-CMA,6,51,pkl.errors,True,97216,100009,46,9,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f6.pkl,fd81099d270594a0c6a166db0bf36ee4946c9b4012ee06067c30cf785fafa193
cec2017,10,100000,MSC-CMA,MSC-CMA,7,51,pkl.errors,True,94854,100006,1,6,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f7.pkl,adc7f703cfc0c77b356e57fcdd3c717497e6aff4a53b2275c1eaeb97d2b0f09a
cec2017,10,100000,MSC-CMA,MSC-CMA,8,51,pkl.errors,True,96311,98495,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f8.pkl,550f9b5e7c8867d2ed8330008caab7b9feee487d06a7b9e048c4de9bde4d3334
cec2017,10,100000,MSC-CMA,MSC-CMA,9,51,pkl.errors,True,98165,98718,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f9.pkl,6e3e2a35797c2616b3fbcdf3ba3fcc4f2fea888d08b25f4d754e537d5244a873
cec2017,10,100000,MSC-CMA,MSC-CMA,10,51,pkl.errors,True,97004,100009,5,9,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f10.pkl,fb1e16b3625e7cb0e501936026297bd6bc22be0b47df662e62c4538973ada132
cec2017,10,100000,MSC-CMA,MSC-CMA,11,51,pkl.errors,True,96301,100009,32,9,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f11.pkl,15d0131572fd4f71f93225f7c3d35fc7f992d2c5a20d6a6373c6a81d20d29107
cec2017,10,100000,MSC-CMA,MSC-CMA,12,51,pkl.errors,True,100000,100009,45,9,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f12.pkl,9773b65b73907b535b82b9b9fef35aecfb180e4251ef8f1e0adde6320944802a
cec2017,10,100000,MSC-CMA,MSC-CMA,13,51,pkl.errors,True,100000,100009,47,9,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f13.pkl,76792954c9f5ee7151ff69ee02d4f9ccfd640babb1c050b868671a03598ea3e5
cec2017,10,100000,MSC-CMA,MSC-CMA,14,51,pkl.errors,True,99534,100009,42,9,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f14.pkl,610cd1f93bdba0fe6e13697d6fb0b0f599d4405efe05d138a4fb6c83416cce14
cec2017,10,100000,MSC-CMA,MSC-CMA,15,51,pkl.errors,True,100000,100009,46,9,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f15.pkl,165a676d564764cc03968b0799a02f4bc80687c815448ff9bf8f5b1ad409bc0b
cec2017,10,100000,MSC-CMA,MSC-CMA,16,51,pkl.errors,True,100000,100009,50,9,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f16.pkl,472b268ca848ee949838be851de4e514b319af7636c593200ded254cb7dd502f
cec2017,10,100000,MSC-CMA,MSC-CMA,17,51,pkl.errors,True,100000,100009,46,9,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f17.pkl,82149830fd5a82b6f7dbd4cc0db940f05a11c9da0805102d761ba25e0bb80b52
cec2017,10,100000,MSC-CMA,MSC-CMA,18,51,pkl.errors,True,100000,100009,47,9,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f18.pkl,561e850085bfccf38b0df40b38f294828d23a732ad8dcd31879ae85bf90f80b2
cec2017,10,100000,MSC-CMA,MSC-CMA,19,51,pkl.errors,True,100000,100009,44,9,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f19.pkl,ec112234914a63d199b1533243bce97ccf0351e511353d6d9ef9fcde2cfd8181
cec2017,10,100000,MSC-CMA,MSC-CMA,20,51,pkl.errors,True,98729,100009,46,9,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f20.pkl,ac1fccc9447f61f75f4bc02c852462b91e39db7682da1eaedd420348c434dc14
cec2017,10,100000,MSC-CMA,MSC-CMA,21,51,pkl.errors,True,96892,100009,29,9,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f21.pkl,d6a8aea70e290d8b7721ea8accf0651b11f36fa190be2b5ff2c67087f2ca2aec
cec2017,10,100000,MSC-CMA,MSC-CMA,22,51,pkl.errors,True,94104,100008,4,8,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f22.pkl,5305422d26c9afdbfeadc767031eadd9651d5832342d1845be3806e41449d44e
cec2017,10,100000,MSC-CMA,MSC-CMA,23,51,pkl.errors,True,95033,100005,2,5,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f23.pkl,daa02dde21fe64f2ce076f51a1643b25723443cdbac5fc33fd8ebfd965515147
cec2017,10,100000,MSC-CMA,MSC-CMA,24,51,pkl.errors,True,96508,99902,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f24.pkl,1cfdff0e06bcff2f3f273c915e411616931acc4fd722630ee15016da8a76964c
cec2017,10,100000,MSC-CMA,MSC-CMA,25,51,pkl.errors,True,95491,100009,35,9,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f25.pkl,8132133a1f8f0f64ca2070940d343a366191e2d2bbdaf0058a1da88309679bd8
cec2017,10,100000,MSC-CMA,MSC-CMA,26,51,pkl.errors,True,98796,99708,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f26.pkl,bf73c72f30439266cb73ed36bd5f7979afa960473c537e2fc4abe073eb84a068
cec2017,10,100000,MSC-CMA,MSC-CMA,27,51,pkl.errors,True,95376,100009,33,9,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f27.pkl,a631b43ccfa8cd812d9bd9f98f04701fa0bba250f140b1f67fb84f97b965e3f5
cec2017,10,100000,MSC-CMA,MSC-CMA,28,51,pkl.errors,True,95024,99928,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f28.pkl,da38c50460b36efc064e40dbde12f046da8d47fc9d104544f348cd4484bbd66a
cec2017,10,100000,MSC-CMA,MSC-CMA,29,51,pkl.errors,True,100000,100009,47,9,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f29.pkl,553bf183cd6f4907c855dcfe791e087f0e6b63fb27133c175eb8b197d3bfa90f
cec2017,10,100000,MSC-CMA,MSC-CMA,30,51,pkl.errors,True,100000,100009,38,9,/home/svety/cma_es_project/experiments/cec2017/d10/MSC-CMA/maxevals_100000/f30.pkl,9bffda09cd0ac1215f16d2b28cfdb13a65718e83e59d4712a29427b557baca71
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,1,51,pkl.errors,True,100000,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f1.pkl,c476a71880a286baa9fccfc6db8bc6c60eea6fb5cc9c2b2fce38aaa45e18d348
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,3,51,pkl.errors,True,99968,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f3.pkl,08f37c864943e8f30ae86da09f394035ac8a7251d0c8517676f7cec25c4d015e
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,4,51,pkl.errors,True,99749,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f4.pkl,c0fcc3c1fc2672bd28151e3063e0774e0fa4c4150c5fd1ff406ddda84632d336
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,5,51,pkl.errors,True,99893,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f5.pkl,960ed7c3b7115ec1b6b92b8b576fca0222379a15041138537cfbf4c3e1b3921b
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,6,51,pkl.errors,True,99637,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f6.pkl,2e57d11b1e4a1b260c42c6c55d1f1e0b5e0b92ebee1364651911df53b8e302f7
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,7,51,pkl.errors,True,99750,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f7.pkl,4f6716818e0064d380aa29472fe1a46de448cd9e52959cdc8341c84c75700f29
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,8,51,pkl.errors,True,100000,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f8.pkl,fd92dbff5b7d9b606a6b9151ca1b7b284c041ade3355b1454d71e68ad595cffb
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,9,51,pkl.errors,True,99832,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f9.pkl,49a480e6d1d1e0cf3434ae4341eb24ad6239825db4ebb6b45db523c3ab8b8300
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,10,51,pkl.errors,True,99964,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f10.pkl,bc7fdf2218bf22fa7705cf51f34300e8c1f5e522de53b76c7079cf9ced6d2604
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,11,51,pkl.errors,True,100000,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f11.pkl,af6ca2a6024a9b165a82a099eadf8067f7a1a646ac57ccedc40c823a61c356fd
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,12,51,pkl.errors,True,99718,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f12.pkl,2106b569431a4b8c5c0689a22538d26e06cce3e240f1ba8f3dc577d5929ed33f
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,13,51,pkl.errors,True,99663,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f13.pkl,7adb8e805a268f78c44335fdc22d2f32f4f6f6ca3d785374de03b17fa05501ac
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,14,51,pkl.errors,True,100000,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f14.pkl,fd0354d6872ff531c34809cacc9f79f2e0258d56b75a051b2a3dfa8553272a7b
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,15,51,pkl.errors,True,100000,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f15.pkl,948658f972487417431947f1cc68ab579289f06bab98ca7bc92632578a831e5d
