func,n_runs,maxevals,mean,median,std,best,worst,elapsed_sec
f20,51,100000,29.558091629251507,25.493959347547616,8.324198723612087,16.465438115619918,54.66150757125024,80.7
f21,51,100000,98.29434769122234,100.00000002719617,13.922601265113965,2.2355834516929463e-08,102.87237209593013,195.1
f22,51,100000,40.3118970186547,26.286745133961176,34.4616741037029,2.8995600587222725e-08,100.00000002152228,139.7
f23,51,100000,306.3171230060413,306.26742073077503,1.4924794521630889,302.8816322945354,309.75624549873737,165.8
f24,51,100000,96.07843140064512,100.00000002381466,27.729677693193135,2.6517227524891496e-08,200.00000005793527,165.7
f25,51,100000,304.62054140169136,397.74286947048677,126.49737521005108,100.00206148424013,398.05695961399806,359.6
f26,51,100000,186.2748651601959,200.00000006151822,74.14779287411078,3.420200300752185e-08,300.0000000242944,224.5
f27,51,100000,389.99118889231164,389.5179902435202,1.072283919730448,389.0055265188289,393.4343207081356,150.7
f28,51,100000,282.35294119959593,300.00000001970693,70.58823528246174,5.5728378356434405e-08,300.00000002984234,223.2
f29,51,100000,254.3390385048189,252.70990291318958,16.123712586958327,228.48814841850344,293.08271987029775,105.6
f30,51,100000,434.55388099557223,406.62463717391574,52.2337156178411,395.16575389271793,633.7381076418487,76.0
