suite,dimension,budget,function,function_class,scope,correction,competitor,reference,n_competitor,n_reference,u_competitor,probability_competitor_lower,median_competitor,median_reference,p_raw,holm_family_size,p_holm,alpha,decision
cec2017,30,300000,1,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,50.5,0.98058439061899272,0,0,5.1161712976869969e-17,29,9.2091083358365947e-16,0.05,lower
cec2017,30,300000,3,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,2598,0.0011534025374856371,0,0,6.3117821027270588e-20,29,1.830416809790847e-18,0.05,higher
cec2017,30,300000,4,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,267,0.89734717416378318,9.0681644884962225,58.56163983257062,4.5911585215138897e-12,29,5.0502743736652784e-11,0.05,lower
cec2017,30,300000,5,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,2350.5,0.096309111880046094,9.9495905709329691,3.9798362283731876,2.0008381928125319e-12,29,2.4010058313750383e-11,0.05,higher
cec2017,30,300000,6,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,0,1,1.8870423446060158e-07,0.074380444144935609,3.3036815016661564e-18,29,8.9172432832438825e-17,0.05,lower
cec2017,30,300000,7,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,2450,0.058054594386774294,38.636318143283688,7.0614322061916255,1.472262099172083e-14,29,2.3556193586753328e-13,0.05,higher
cec2017,30,300000,8,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,2417.5,0.070549788542868086,9.9495905709330827,3.9798362283733013,7.5406414985446954e-14,29,1.0556898097962574e-12,0.05,higher
cec2017,30,300000,9,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,359,0.86197616301422531,0,0.45432401859090987,1.1345259400363232e-10,29,1.0210733460326909e-09,0.05,lower
cec2017,30,300000,10,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,2601,0,2105.71059832018,299.144092331504,3.3036815016661564e-18,29,8.9172432832438825e-17,0.05,higher
cec2017,30,300000,11,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,452,0.82622068435217222,3.979836228475051,33.853901606017871,1.3833919414225625e-08,29,1.10671355313805e-07,0.05,lower
cec2017,30,300000,12,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,163,0.93733179546328338,493.12693285500313,1095.3934486233293,2.7492796885192629e-14,29,4.1239195327788941e-13,0.05,lower
cec2017,30,300000,13,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,0,1,15.725458793292773,871.21622217886352,3.3036815016661564e-18,29,8.9172432832438825e-17,0.05,lower
cec2017,30,300000,14,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,0,1,21.990663153942705,97.678384579398653,3.3036815016661564e-18,29,8.9172432832438825e-17,0.05,lower
cec2017,30,300000,15,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,0,1,0.95825143321303585,297.72047450417858,3.3036815016661564e-18,29,8.9172432832438825e-17,0.05,lower
cec2017,30,300000,16,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,961,0.63052672049211844,18.219138056861766,23.070730255955141,0.023278800395417704,29,0.046557600790835409,0.05,lower
