suite,dimension,budget,function,function_class,competitor,reference,n_competitor,n_reference,u_competitor,probability_competitor_lower,median_competitor,median_reference,p_raw,bonferroni_family_size,p_bonferroni,alpha,decision
cec2014,10,100000,1,basic,ARRDE,MSC-CMA,51,51,41.5,0.98404459823144941,4.5474735088646412e-13,9.3432959147321526e-09,3.6641015060128147e-17,30,1.0992304518038445e-15,0.05,lower
cec2014,10,100000,2,basic,ARRDE,MSC-CMA,51,51,332,0.87235678585159548,2.8421709430404007e-14,3.042401885977597e-09,3.1710390978006637e-11,30,9.5131172934019913e-10,0.05,lower
cec2014,10,100000,3,basic,ARRDE,MSC-CMA,51,51,1863,0.2837370242214533,5.6843418860808015e-14,0,6.0464672522648786e-05,30,0.0018139401756794636,0.05,higher
cec2014,10,100000,4,basic,ARRDE,MSC-CMA,51,51,2082,0.19953863898500579,3.1661784305470064e-11,0,1.2834112489929882e-07,30,3.8502337469789645e-06,0.05,higher
cec2014,10,100000,5,basic,ARRDE,MSC-CMA,51,51,724,0.72164552095347945,19.999999295224598,19.999999999848228,0.00011572989954321296,30,0.0034718969862963891,0.05,lower
cec2014,10,100000,6,basic,ARRDE,MSC-CMA,51,51,0,1,1.1368683772161603e-13,3.5627060884156663,7.339752357236632e-19,30,2.2019257071709896e-17,0.05,lower
cec2014,10,100000,7,basic,ARRDE,MSC-CMA,51,51,645,0.75201845444059978,1.1368683772161603e-13,0.0098572846078468501,7.6222391942957281e-06,30,0.00022866717582887183,0.05,lower
cec2014,10,100000,8,basic,ARRDE,MSC-CMA,51,51,136,0.94771241830065356,1.1368683772161603e-13,1.9899181141865938,2.4942610607597171e-15,30,7.4827831822791517e-14,0.05,lower
cec2014,10,100000,9,basic,ARRDE,MSC-CMA,51,51,1949,0.25067281814686659,1.9899181141865938,0.99495905709329691,1.1123501767299927e-05,30,0.00033370505301899783,0.05,higher
cec2014,10,100000,10,basic,ARRDE,MSC-CMA,51,51,23.5,0.9909650134563629,0.37472664623328455,25.772814150715021,1.2740599211681601e-17,30,3.8221797635044802e-16,0.05,lower
cec2014,10,100000,11,basic,ARRDE,MSC-CMA,51,51,2076,0.20184544405997695,121.9782041842077,11.891979620299935,2.1363054691373325e-07,30,6.4089164074119973e-06,0.05,higher
cec2014,10,100000,12,basic,ARRDE,MSC-CMA,51,51,1778,0.3164167627835448,0.07963881369300907,0.033245797464587667,0.0014108533584974037,30,0.042325600754922116,0.05,higher
cec2014,10,100000,13,basic,ARRDE,MSC-CMA,51,51,0,1,0.02698269640518447,0.38125948453671299,3.3036815016661564e-18,30,9.9110445049984696e-17,0.05,lower
cec2014,10,100000,14,basic,ARRDE,MSC-CMA,51,51,65,0.97500961168781242,0.080174579329650442,0.241933362851114,1.3911794652540345e-16,30,4.1735383957621034e-15,0.05,lower
cec2014,10,100000,15,basic,ARRDE,MSC-CMA,51,51,125,0.95194156093810078,0.43251756877020853,0.94618901446119708,3.7226227932360479e-15,30,1.1167868379708144e-13,0.05,lower
cec2014,10,100000,16,basic,ARRDE,MSC-CMA,51,51,0,1,1.103634588355817,3.2060587512919483,3.3036815016661564e-18,30,9.9110445049984696e-17,0.05,lower
cec2014,10,100000,17,hybrid,ARRDE,MSC-CMA,51,51,548,0.78931180315263361,1.4112450263849041,5.9697493047444823,4.8282400010980944e-07,30,1.4484720003294282e-05,0.05,lower
cec2014,10,100000,18,hybrid,ARRDE,MSC-CMA,51,51,549,0.78892733564013839,0.24990655565784436,0.45894903967587197,5.002336081955756e-07,30,1.5007008245867268e-05,0.05,lower
cec2014,10,100000,19,hybrid,ARRDE,MSC-CMA,51,51,0,1,0.05627311402918167,1.6454063105700243,3.3001025416762394e-18,30,9.9003076250287177e-17,0.05,lower
cec2014,10,100000,20,hybrid,ARRDE,MSC-CMA,51,51,112,0.95693963860053821,0.32324726219690092,1.2849718874979317,1.8510708267370478e-15,30,5.5532124802111434e-14,0.05,lower
cec2014,10,100000,21,hybrid,ARRDE,MSC-CMA,51,51,65,0.97500961168781242,0.39590844126087177,1.4266696846566447,1.3911794652540345e-16,30,4.1735383957621034e-15,0.05,lower
cec2014,10,100000,22,hybrid,ARRDE,MSC-CMA,51,51,77,0.97039600153787009,0.21604820688435211,20.436836921025588,2.7189450995250805e-16,30,8.1568352985752418e-15,0.05,lower
cec2014,10,100000,23,composition,ARRDE,MSC-CMA,51,51,1468.5,0.43540945790080743,329.45747471071309,300.00000000020373,0.25630939089312399,30,1,0.05,not significant
cec2014,10,100000,24,composition,ARRDE,MSC-CMA,51,51,1451.5,0.44194540561322571,106.59501597066037,106.59501597065992,0.31344790246334076,30,1,0.05,not significant
cec2014,10,100000,25,composition,ARRDE,MSC-CMA,51,51,1387,0.46674356016916574,116.55356942961225,116.43221169254275,0.56487974324107704,30,1,0.05,not significant
cec2014,10,100000,26,composition,ARRDE,MSC-CMA,51,51,58,0.97770088427527879,100.02866918146174,100.19251325086498,9.3831129234171917e-17,30,2.8149338770251577e-15,0.05,lower
cec2014,10,100000,27,composition,ARRDE,MSC-CMA,51,51,376,0.85544021530180703,1.2327584223880876,2.3682339283668625,6.2472977689988601e-10,30,1.8741893306996579e-08,0.05,lower
cec2014,10,100000,28,composition,ARRDE,MSC-CMA,51,51,648,0.75086505190311414,357.1032390479445,372.12153116836953,1.2791298041835645e-05,30,0.00038373894125506933,0.05,lower
cec2014,10,100000,29,composition,ARRDE,MSC-CMA,51,51,359,0.86197616301422531,221.76056137387195,224.30014824747741,3.0182646696030121e-10,30,9.0547940088090363e-09,0.05,lower
cec2014,10,100000,30,composition,ARRDE,MSC-CMA,51,51,335,0.87120338331410996,462.33268815995689,472.57521579918148,1.0577200626973859e-10,30,3.1731601880921576e-09,0.05,lower
cec2014,10,100000,1,basic,BIPOP-CMA,MSC-CMA,51,51,0,1,0,9.3432959147321526e-09,1.3905886961424435e-20,30,4.1717660884273307e-19,0.05,lower
cec2014,10,100000,2,basic,BIPOP-CMA,MSC-CMA,51,51,102,0.96078431372549022,0,3.042401885977597e-09,2.4951114593373185e-18,30,7.485334378011956e-17,0.05,lower
cec2014,10,100000,3,basic,BIPOP-CMA,MSC-CMA,51,51,688.5,0.73529411764705888,0,0,3.2510433460501254e-08,30,9.7531300381503761e-07,0.05,lower
cec2014,10,100000,4,basic,BIPOP-CMA,MSC-CMA,51,51,2077.5,0.20126874279123419,34.780274874720646,0,6.5702216927189043e-08,30,1.9710665078156714e-06,0.05,higher
cec2014,10,100000,5,basic,BIPOP-CMA,MSC-CMA,51,51,427,0.83583237216455208,19.99997923758724,19.999999999848228,5.1351130909995849e-09,30,1.5405339272998755e-07,0.05,lower
cec2014,10,100000,6,basic,BIPOP-CMA,MSC-CMA,51,51,0,1,0,3.5627060884156663,9.0480218277557623e-20,30,2.7144065483267287e-18,0.05,lower
cec2014,10,100000,7,basic,BIPOP-CMA,MSC-CMA,51,51,229.5,0.91176470588235292,0,0.0098572846078468501,9.4413504478555457e-16,30,2.8324051343566638e-14,0.05,lower
