suite,dimension,budget,function,function_class,reference,opponent,n_reference,n_opponent,u_reference,probability_conly_lower,median_conly,median_opponent,p_raw,bonferroni_family_size,p_bonferroni,alpha,decision
cec2014,10,100000,25,composition,MSC-CMA-Conly,ARRDE,51,51,2058,0.20876585928489044,122.35157777919812,116.55356942961225,4.0527036801202087e-07,8,3.2421629440961669e-06,0.05,opponent better
cec2014,10,100000,26,composition,MSC-CMA-Conly,ARRDE,51,51,2389,0.081507112648981139,100.30513843376229,100.02866918146174,3.2972360512900855e-13,8,2.6377888410320684e-12,0.05,opponent better
cec2014,10,100000,27,composition,MSC-CMA-Conly,ARRDE,51,51,2453,0.056901191849288768,3.5373445192972213,1.2327584223880876,1.2581886517459927e-14,8,1.0065509213967942e-13,0.05,opponent better
cec2014,10,100000,28,composition,MSC-CMA-Conly,ARRDE,51,51,1141,0.56132256824298343,100.26615231546248,357.1032390479445,0.28726507113113842,8,1,0.05,not significant
cec2014,10,100000,29,composition,MSC-CMA-Conly,ARRDE,51,51,1796,0.30949634755863131,225.49603117813422,221.76056137387195,0.00092337244407079912,8,0.0073869795525663929,0.05,opponent better
cec2014,10,100000,30,composition,MSC-CMA-Conly,ARRDE,51,51,2221,0.14609765474817382,513.76909848341029,462.33268815995689,7.3999918105485287e-10,8,5.919993448438823e-09,0.05,opponent better
cec2014,10,100000,23,composition,MSC-CMA-Conly,BIPOP-CMA,51,51,279,0.89273356401384085,300.00000000003502,329.45747471071309,1.9092026280234388e-14,8,1.5273621024187511e-13,0.05,conly better
cec2014,10,100000,24,composition,MSC-CMA-Conly,BIPOP-CMA,51,51,2190,0.15801614763552485,110.90277638293173,107.9002563761137,2.6747869759887963e-09,8,2.139829580791037e-08,0.05,opponent better
cec2014,10,100000,25,composition,MSC-CMA-Conly,BIPOP-CMA,51,51,1077,0.58592848904267592,122.35157777919812,123.16168019058932,0.13556947016420601,8,1,0.05,not significant
cec2014,10,100000,26,composition,MSC-CMA-Conly,BIPOP-CMA,51,51,2390,0.081122645136485927,100.30513843376229,100.02661316551985,3.1375465957661484e-13,8,2.5100372766129187e-12,0.05,opponent better
cec2014,10,100000,27,composition,MSC-CMA-Conly,BIPOP-CMA,51,51,282,0.89158016147635522,3.5373445192972213,291.35278761490827,6.9872007943092781e-12,8,5.5897606354474225e-11,0.05,conly better
cec2014,10,100000,28,composition,MSC-CMA-Conly,BIPOP-CMA,51,51,261,0.89965397923875434,100.26615231546248,378.32718788284365,3.5577003364465219e-12,8,2.8461602691572176e-11,0.05,conly better
cec2014,10,100000,29,composition,MSC-CMA-Conly,BIPOP-CMA,51,51,1349,0.48135332564398303,225.49603117813422,223.79468367275103,0.74802098006663198,8,1,0.05,not significant
cec2014,10,100000,30,composition,MSC-CMA-Conly,BIPOP-CMA,51,51,1439,0.44675124951941558,513.76909848341029,499.66852242413825,0.35569794043564351,8,1,0.05,not significant
cec2014,10,100000,23,composition,MSC-CMA-Conly,LSRTDE,51,51,255,0.90196078431372551,300.00000000003502,329.45747471071309,3.0710530709656591e-15,8,2.4568424567725273e-14,0.05,conly better
cec2014,10,100000,24,composition,MSC-CMA-Conly,LSRTDE,51,51,2534.5,0.025567089580930458,110.90277638293173,100.00000000000045,1.1983233922292775e-16,8,9.5865871378342198e-16,0.05,opponent better
cec2014,10,100000,25,composition,MSC-CMA-Conly,LSRTDE,51,51,706,0.72856593617839294,122.35157777919812,192.86554242024658,6.9800765237219527e-05,8,0.00055840612189775622,0.05,conly better
cec2014,10,100000,26,composition,MSC-CMA-Conly,LSRTDE,51,51,2358,0.093425605536332168,100.30513843376229,100.05383897186312,1.5032240773213195e-12,8,1.2025792618570556e-11,0.05,opponent better
cec2014,10,100000,27,composition,MSC-CMA-Conly,LSRTDE,51,51,1273,0.51057285659361784,3.5373445192972213,268.91976587960517,0.85620882419345479,8,1,0.05,not significant
cec2014,10,100000,28,composition,MSC-CMA-Conly,LSRTDE,51,51,620,0.76163014225297965,100.26615231546248,360.06118121803365,5.1132291698435566e-06,8,4.0905833358748453e-05,0.05,conly better
cec2014,10,100000,29,composition,MSC-CMA-Conly,LSRTDE,51,51,1791,0.31141868512110726,225.49603117813422,221.76056048962482,0.00099332852185899474,8,0.0079466281748719579,0.05,opponent better
cec2014,10,100000,30,composition,MSC-CMA-Conly,LSRTDE,51,51,1906,0.26720492118415995,513.76909848341029,480.70841590917007,5.0866663644793773e-05,8,0.00040693330915835018,0.05,opponent better
cec2014,10,100000,23,composition,MSC-CMA-Conly,NLSHADE-RSP,51,51,1076,0.58631295655517102,300.00000000003502,329.45747471071309,0.11990659631139707,8,0.95925277049117652,0.05,not significant
cec2014,10,100000,24,composition,MSC-CMA-Conly,NLSHADE-RSP,51,51,1057,0.59361783929257972,110.90277638293173,112.55910169004028,0.10387699020907577,8,0.83101592167260618,0.05,not significant
cec2014,10,100000,25,composition,MSC-CMA-Conly,NLSHADE-RSP,51,51,1779,0.31603229527104959,122.35157777919812,118.7978794342248,0.0013784194566193702,8,0.011027355652954962,0.05,opponent better
cec2014,10,100000,26,composition,MSC-CMA-Conly,NLSHADE-RSP,51,51,2351,0.096116878123798544,100.30513843376229,100.06795051907375,2.1050389493321707e-12,8,1.6840311594657366e-11,0.05,opponent better
cec2014,10,100000,27,composition,MSC-CMA-Conly,NLSHADE-RSP,51,51,2086,0.19800076893502494,3.5373445192972213,2.4766966335091638,1.4901269379598538e-07,8,1.192101550367883e-06,0.05,opponent better
cec2014,10,100000,28,composition,MSC-CMA-Conly,NLSHADE-RSP,51,51,911,0.64975009611687806,100.26615231546248,360.06118820142501,0.0092265389694182534,8,0.073812311755346027,0.05,not significant
cec2014,10,100000,29,composition,MSC-CMA-Conly,NLSHADE-RSP,51,51,1715,0.34063821607074207,225.49603117813422,223.45708477894686,0.0055922052338967894,8,0.044737641871174315,0.05,opponent better
cec2014,10,100000,30,composition,MSC-CMA-Conly,NLSHADE-RSP,51,51,1471,0.43444828911956934,513.76909848341029,505.45947368022144,0.25522060821684278,8,1,0.05,not significant
cec2014,10,100000,23,composition,MSC-CMA-Conly,j2020,51,51,55,0.97885428681276432,300.00000000003502,329.45747471071354,6.9805895220705603e-18,8,5.5844716176564482e-17,0.05,conly better
cec2014,10,100000,24,composition,MSC-CMA-Conly,j2020,51,51,1188,0.54325259515570934,110.90277638293173,111.52778338002736,0.4535044820022317,8,1,0.05,not significant
cec2014,10,100000,25,composition,MSC-CMA-Conly,j2020,51,51,1230,0.5271049596309112,122.35157777919812,123.01672339334982,0.63943362111990898,8,1,0.05,not significant
cec2014,10,100000,26,composition,MSC-CMA-Conly,j2020,51,51,2179,0.16224529027297196,100.30513843376229,100.172236614138,4.1979859854939316e-09,8,3.3583887883951453e-08,0.05,opponent better
cec2014,10,100000,27,composition,MSC-CMA-Conly,j2020,51,51,1065,0.59054209919261824,3.5373445192972213,3.9049177822366801,0.11576832628152096,8,0.92614661025216771,0.05,not significant
cec2014,10,100000,28,composition,MSC-CMA-Conly,j2020,51,51,679,0.73894655901576312,100.26615231546248,369.3715241024247,3.2362527410264116e-05,8,0.00025890021928211293,0.05,conly better
cec2014,10,100000,29,composition,MSC-CMA-Conly,j2020,51,51,1098,0.57785467128027679,225.49603117813422,225.88156906740369,0.1763987066841356,8,1,0.05,not significant
cec2014,10,100000,30,composition,MSC-CMA-Conly,j2020,51,51,1691,0.34986543637062673,513.76909848341029,498.70701272246379,0.0090500978158160657,8,0.072400782526528526,0.05,not significant
cec2014,10,100000,23,composition,MSC-CMA-Conly,jSO,51,51,255,0.90196078431372551,300.00000000003502,329.45747471071309,3.0710530709656591e-15,8,2.4568424567725273e-14,0.05,conly better
cec2014,10,100000,24,composition,MSC-CMA-Conly,jSO,51,51,2454.5,0.056324490580545894,110.90277638293173,105.96235138559769,1.1558024805049622e-14,8,9.246419844039698e-14,0.05,opponent better
cec2014,10,100000,25,composition,MSC-CMA-Conly,jSO,51,51,2128,0.1818531334102268,122.35157777919812,115.00955154311123,3.0982427335598093e-08,8,2.4785941868478474e-07,0.05,opponent better
cec2014,10,100000,26,composition,MSC-CMA-Conly,jSO,51,51,2351,0.096116878123798544,100.30513843376229,100.06778821748367,2.1050389493321707e-12,8,1.6840311594657366e-11,0.05,opponent better
cec2014,10,100000,27,composition,MSC-CMA-Conly,jSO,51,51,2528,0.028066128412149172,3.5373445192972213,1.1003809738499513,2.1762144367512003e-16,8,1.7409715494009602e-15,0.05,opponent better
cec2014,10,100000,28,composition,MSC-CMA-Conly,jSO,51,51,920,0.64628988850442137,100.26615231546248,356.82687929708663,0.0099788900868717882,8,0.079831120694974306,0.05,not significant
cec2014,10,100000,29,composition,MSC-CMA-Conly,jSO,51,51,1750,0.32718185313341019,225.49603117813422,221.76056048962482,0.0025515261309265228,8,0.020412209047412182,0.05,opponent better
cec2014,10,100000,30,composition,MSC-CMA-Conly,jSO,51,51,2185,0.1599384851980008,513.76909848341029,462.90546468340472,3.2915780339067828e-09,8,2.6332624271254262e-08,0.05,opponent better
cec2017,10,100000,21,composition,MSC-CMA-Conly,MSC-CMA,51,51,705.5,0.7287581699346406,100.00000000000136,100.0000000000191,6.7758657255447371e-05,10,0.00067758657255447365,0.05,conly better
cec2017,10,100000,22,composition,MSC-CMA-Conly,MSC-CMA,51,51,1357,0.47827758554402156,11.563057352644591,11.396522268506942,0.70757399152444544,10,1,0.05,not significant
cec2017,10,100000,23,composition,MSC-CMA-Conly,MSC-CMA,51,51,898.5,0.65455594002306805,100.00000000047567,305.3196661022962,0.0072060789138586019,10,0.072060789138586018,0.05,not significant
cec2017,10,100000,24,composition,MSC-CMA-Conly,MSC-CMA,51,51,912,0.64936562860438296,2.4874680093489587e-10,100.00000000001637,0.009406859174348612,10,0.094068591743486113,0.05,not significant
cec2017,10,100000,25,composition,MSC-CMA-Conly,MSC-CMA,51,51,1166,0.55171088043060368,100.00717004513126,100.00738903956926,0.36981348838161032,10,1,0.05,not significant
cec2017,10,100000,26,composition,MSC-CMA-Conly,MSC-CMA,51,51,856.5,0.67070357554786619,2.5283952709287405e-10,200.00000000014143,0.0029948497841389508,10,0.029948497841389508,0.05,conly better
cec2017,10,100000,27,composition,MSC-CMA-Conly,MSC-CMA,51,51,2344.5,0.098615916955017258,393.34013413110461,389.70567982845569,2.8054654344894705e-12,10,2.8054654344894705e-11,0.05,opponent better
cec2017,10,100000,28,composition,MSC-CMA-Conly,MSC-CMA,51,51,828.5,0.68146866589773158,4.0881786844693124e-10,300.00000000000682,0.0016013753901741633,10,0.016013753901741631,0.05,conly better
cec2017,10,100000,29,composition,MSC-CMA-Conly,MSC-CMA,51,51,2323,0.10688196847366394,248.56262064021803,232.24487492695289,7.9222538658243843e-12,10,7.9222538658243839e-11,0.05,opponent better
cec2017,10,100000,30,composition,MSC-CMA-Conly,MSC-CMA,51,51,1282.5,0.50692041522491349,411.97150345065756,413.34032146369509,0.90675546579860777,10,1,0.05,not significant
cec2017,10,100000,21,composition,MSC-CMA-Conly,ARRDE,51,51,805,0.69050365244136869,100.00000000000136,100.000000000005,0.00090128899515698187,10,0.0090128899515698191,0.05,conly better
cec2017,10,100000,22,composition,MSC-CMA-Conly,ARRDE,51,51,133,0.9488658208381392,11.563057352644591,100.00000000000045,5.5726726713757563e-15,10,5.5726726713757563e-14,0.05,conly better
cec2017,10,100000,23,composition,MSC-CMA-Conly,ARRDE,51,51,937.5,0.63956170703575554,100.00000000047567,302.81579789967918,0.015248239614923848,10,0.15248239614923847,0.05,not significant
cec2017,10,100000,24,composition,MSC-CMA-Conly,ARRDE,51,51,479,0.81584006151480204,2.4874680093489587e-10,100.00000000003138,3.9065849865945508e-08,10,3.906584986594551e-07,0.05,conly better
cec2017,10,100000,25,composition,MSC-CMA-Conly,ARRDE,51,51,5,0.99807766243752405,100.00717004513126,200.00000000054933,4.4238866697891562e-18,10,4.4238866697891562e-17,0.05,conly better
cec2017,10,100000,26,composition,MSC-CMA-Conly,ARRDE,51,51,1252,0.51864667435601697,2.5283952709287405e-10,200.00000000000682,0.74801891534132925,10,1,0.05,not significant
cec2017,10,100000,27,composition,MSC-CMA-Conly,ARRDE,51,51,2532,0.026528258362168433,393.34013413110461,389.00552651867838,1.0559630210636883e-16,10,1.0559630210636884e-15,0.05,opponent better
cec2017,10,100000,28,composition,MSC-CMA-Conly,ARRDE,51,51,562,0.78392925797770086,4.0881786844693124e-10,300.00000000000227,7.7519933187784167e-07,10,7.7519933187784175e-06,0.05,conly better
cec2017,10,100000,29,composition,MSC-CMA-Conly,ARRDE,51,51,2381,0.084582852748942727,248.56262064021803,230.89423011428244,4.8971175617010936e-13,10,4.897117561701094e-12,0.05,opponent better
cec2017,10,100000,30,composition,MSC-CMA-Conly,ARRDE,51,51,2419,0.069973087274125323,411.97150345065756,394.5017030173376,7.2951425784999586e-14,10,7.2951425784999583e-13,0.05,opponent better
cec2017,10,100000,21,composition,MSC-CMA-Conly,BIPOP-CMA,51,51,853,0.67204921184159938,100.00000000000136,102.15069054188234,0.0024917355549624511,10,0.024917355549624511,0.05,conly better
cec2017,10,100000,22,composition,MSC-CMA-Conly,BIPOP-CMA,51,51,351,0.86505190311418678,11.563057352644591,100,1.5030935393954194e-10,10,1.5030935393954194e-09,0.05,conly better
cec2017,10,100000,23,composition,MSC-CMA-Conly,BIPOP-CMA,51,51,731.5,0.71876201460976552,100.00000000047567,305.37563269285056,0.00014186711773182123,10,0.0014186711773182122,0.05,conly better
cec2017,10,100000,24,composition,MSC-CMA-Conly,BIPOP-CMA,51,51,271,0.89580930411380244,2.4874680093489587e-10,200.00000000000227,5.6860372842316187e-12,10,5.6860372842316188e-11,0.05,conly better
cec2017,10,100000,25,composition,MSC-CMA-Conly,BIPOP-CMA,51,51,55,0.97885428681276432,100.00717004513126,398.00898944057781,7.0261299691564379e-17,10,7.0261299691564383e-16,0.05,conly better
cec2017,10,100000,26,composition,MSC-CMA-Conly,BIPOP-CMA,51,51,169,0.93502499038831222,2.5283952709287405e-10,300.00000000000136,3.6752156222392156e-14,10,3.6752156222392153e-13,0.05,conly better
cec2017,10,100000,27,composition,MSC-CMA-Conly,BIPOP-CMA,51,51,2388,0.081891580161476352,393.34013413110461,389.30807675644701,3.063251398140535e-13,10,3.063251398140535e-12,0.05,opponent better
cec2017,10,100000,28,composition,MSC-CMA-Conly,BIPOP-CMA,51,51,352,0.86466743560169168,4.0881786844693124e-10,300.00000000000318,2.1873315969747675e-10,10,2.1873315969747675e-09,0.05,conly better
cec2017,10,100000,29,composition,MSC-CMA-Conly,BIPOP-CMA,51,51,1372,0.47251057285659359,248.56262064021803,246.74623999946107,0.63465709804541337,10,1,0.05,not significant
cec2017,10,100000,30,composition,MSC-CMA-Conly,BIPOP-CMA,51,51,1428,0.4509803921568627,411.97150345065756,403.58385981819765,0.39533829877725291,10,1,0.05,not significant
cec2017,10,100000,21,composition,MSC-CMA-Conly,LSRTDE,51,51,1080,0.58477508650519039,100.00000000000136,165.67936065575577,0.13863590622836452,10,1,0.05,not significant
cec2017,10,100000,22,composition,MSC-CMA-Conly,LSRTDE,51,51,153,0.94117647058823528,11.563057352644591,100.00000000000045,5.3030197537289557e-15,10,5.3030197537289557e-14,0.05,conly better
cec2017,10,100000,23,composition,MSC-CMA-Conly,LSRTDE,51,51,963,0.62975778546712802,100.00000000047567,300,0.018682799498598659,10,0.1868279949859866,0.05,not significant
cec2017,10,100000,24,composition,MSC-CMA-Conly,LSRTDE,51,51,40,0.98462129950019228,2.4874680093489587e-10,327.91997632915354,3.2509216956231827e-17,10,3.2509216956231825e-16,0.05,conly better
cec2017,10,100000,25,composition,MSC-CMA-Conly,LSRTDE,51,51,0,1,100.00717004513126,398.03315579022637,2.9287284064441181e-18,10,2.9287284064441183e-17,0.05,conly better
cec2017,10,100000,26,composition,MSC-CMA-Conly,LSRTDE,51,51,0,1,2.5283952709287405e-10,300,1.987046731565574e-20,10,1.9870467315655739e-19,0.05,conly better
cec2017,10,100000,27,composition,MSC-CMA-Conly,LSRTDE,51,51,1160.5,0.55382545174932718,393.34013413110461,393.81876468429846,0.34402365304621241,10,1,0.05,not significant
cec2017,10,100000,28,composition,MSC-CMA-Conly,LSRTDE,51,51,384,0.85236447520184544,4.0881786844693124e-10,300,1.4359170931839186e-10,10,1.4359170931839187e-09,0.05,conly better
cec2017,10,100000,29,composition,MSC-CMA-Conly,LSRTDE,51,51,2450,0.058054594386774294,248.56262064021803,229.40464935400769,1.4712617069153273e-14,10,1.4712617069153273e-13,0.05,opponent better
cec2017,10,100000,30,composition,MSC-CMA-Conly,LSRTDE,51,51,2440,0.061899269511726307,411.97150345065756,394.51415060055251,2.3040931630269847e-14,10,2.3040931630269845e-13,0.05,opponent better
cec2017,10,100000,21,composition,MSC-CMA-Conly,NLSHADE-RSP,51,51,1901,0.2691272587466359,100.00000000000136,100.00000000000045,2.1909969862396689e-05,10,0.00021909969862396689,0.05,opponent better
cec2017,10,100000,22,composition,MSC-CMA-Conly,NLSHADE-RSP,51,51,375.5,0.85563244905805458,11.563057352644591,36.312095525842324,6.0278509289688627e-10,10,6.0278509289688625e-09,0.05,conly better
cec2017,10,100000,23,composition,MSC-CMA-Conly,NLSHADE-RSP,51,51,727,0.72049211841599381,100.00000000047567,306.5394463825105,0.00012548265355748789,10,0.0012548265355748788,0.05,conly better
cec2017,10,100000,24,composition,MSC-CMA-Conly,NLSHADE-RSP,51,51,1032,0.6032295271049597,2.4874680093489587e-10,100.00000000000045,0.069877655127783447,10,0.69877655127783445,0.05,not significant
cec2017,10,100000,25,composition,MSC-CMA-Conly,NLSHADE-RSP,51,51,16,0.99384851980007693,100.00717004513126,397.74286946998745,1.9373353632540311e-19,10,1.9373353632540313e-18,0.05,conly better
cec2017,10,100000,26,composition,MSC-CMA-Conly,NLSHADE-RSP,51,51,2153.5,0.17204921184159938,2.5283952709287405e-10,4.5474735088646412e-13,6.789254222870311e-09,10,6.7892542228703109e-08,0.05,opponent better
cec2017,10,100000,27,composition,MSC-CMA-Conly,NLSHADE-RSP,51,51,2002.5,0.23010380622837368,393.34013413110461,390.384498139671,2.6167544510046791e-06,10,2.6167544510046791e-05,0.05,opponent better
cec2017,10,100000,28,composition,MSC-CMA-Conly,NLSHADE-RSP,51,51,1470,0.43483275663206455,4.0881786844693124e-10,1.3044336810708046e-07,0.2561997412831335,10,1,0.05,not significant
cec2017,10,100000,29,composition,MSC-CMA-Conly,NLSHADE-RSP,51,51,1612,0.38023836985774706,248.56262064021803,243.47403710421304,0.037394383758087499,10,0.37394383758087502,0.05,not significant
cec2017,10,100000,30,composition,MSC-CMA-Conly,NLSHADE-RSP,51,51,48,0.98154555940023069,411.97150345065756,618.35581131868275,5.3257162143184026e-17,10,5.3257162143184023e-16,0.05,conly better
cec2017,10,100000,21,composition,MSC-CMA-Conly,j2020,51,51,579,0.77739331026528258,100.00000000000136,100.00000000843693,1.3277422924367248e-06,10,1.3277422924367248e-05,0.05,conly better
