func,n_runs,maxevals,mean,median,std,best,worst,elapsed_sec
f1,51,100000,2.7392119074077117e-11,1.3926637620897964e-12,9.924279574692943e-11,0.0,6.9469763275265e-10,27.0
f2,51,100000,1.692038376948439e-08,8.071339152593282e-09,2.2008975172681143e-08,5.937295100011397e-10,1.1841623859254469e-07,24.7
f3,51,100000,2.2291536808160006e-15,0.0,1.1033747788083627e-14,0.0,5.684341886080802e-14,24.7
f4,51,100000,7.913745232109054e-09,0.0,5.5953251318293503e-08,0.0,4.0356297859034385e-07,24.7
f5,51,100000,4.896758490742443,4.9747952854664845,1.715904144216762,1.9899181141865938,8.954626476020564,25.4
f6,51,100000,0.22282200993639684,0.0676536154568339,0.4028606076766771,8.815487240099174e-05,1.9146811118471305,23.9
f7,51,100000,8.667763465903022,8.007292892845953,3.557094598723504,2.7117511734837763,15.28113460291354,23.7
f8,51,100000,5.130866800518461,4.9747952854664845,1.7773535816674273,1.9899181141865938,8.954626476020621,23.0
f9,51,100000,0.09255899728997984,0.0,0.21452013491661526,0.0,1.291704279928922,24.9
f10,51,100000,228.9382882802062,249.1585820704213,84.87595321887918,6.9548302574612535,382.2689482333012,25.5
f11,51,100000,3.364265899163648,2.9848771712800044,2.6707625477494648,4.1154635255225e-11,13.92939148913456,25.1
f12,51,100000,129.58742453990038,134.6498171919559,86.84166062526336,0.2081429846455194,335.1148957945293,25.8
f13,51,100000,6.665462639428918,6.174457270101584,3.242418728976969,1.0381621894573527,12.63061243385232,27.2
f14,51,100000,18.205280031890375,21.98086895570532,8.383552430629857,2.9848889553918525,29.914673468744013,25.7
f15,51,100000,4.674076831906623,3.7986513504079085,2.8467059132027397,0.15660518388722267,11.020273069154882,27.8
f16,51,100000,3.4372419443893882,1.914440492089625,3.6370448230801444,0.9872848626137056,13.74064261617309,24.5
f17,51,100000,26.676660855488322,26.449621979081712,7.2858037792289405,1.9999119357737527,44.11139721870313,24.9
f18,51,100000,21.68426649572739,21.498818503047005,3.8390981672854445,5.256920301468199,29.663588238496914,27.9
f19,51,100000,5.067109846534278,5.170934426530721,1.5717679574442538,2.1256664612703844,9.617404447148829,29.3
f20,51,100000,25.128121352687184,24.591263569062676,7.214701934157659,4.292127024536057,45.18601892039305,25.1
f21,51,100000,88.32030662713119,100.00000000000136,32.252748195248955,9.094947017729282e-13,102.2239312151496,25.3
f22,51,100000,10.00540392195534,11.563057352644591,8.850588000820723,2.7284841053187847e-12,30.049709056755546,24.8
f23,51,100000,157.27556876511682,100.00000000047567,120.61728810083254,3.637978807091713e-12,309.8257045661817,27.3
f24,51,100000,39.587184627938214,2.4874680093489587e-10,48.594876304387626,2.955857780762017e-11,100.00000000005457,28.1
f25,51,100000,98.04886553022384,100.00717004513126,13.86620556045262,2.0691004465334117e-10,100.02900476831155,24.8
f26,51,100000,50.98039215708102,2.5283952709287405e-10,87.16121870939064,3.456079866737127e-11,200.0000000004302,25.0
f27,51,100000,392.9240250131994,393.3401341311046,2.4258389651416925,389.0055265186779,397.9912696938709,26.5
f28,51,100000,62.74509803952482,4.0881786844693124e-10,108.39431342016789,1.1095835361629725e-10,300.00000000004866,27.2
f29,51,100000,245.00309120701772,248.56262064021803,22.26405662466892,145.80843514349363,292.09842167871193,29.1
f30,51,100000,422.98584607467507,411.97150345065756,28.990783426560096,395.02980247074584,522.263041044906,36.2
