suite,dimension,budget,function,function_class,scope,correction,competitor,reference,n_competitor,n_reference,u_competitor,probability_competitor_lower,median_competitor,median_reference,p_raw,holm_family_size,p_holm,alpha,decision
cec2017,10,100000,1,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,46.5,0.98212226066897346,0,2.3741932864140836e-08,2.4738405993425859e-17,29,6.4319855582907234e-16,0.05,lower
cec2017,10,100000,3,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,1895.5,0.27124183006535951,0,0,8.428249258042437e-06,29,0.00010113899109650924,0.05,higher
cec2017,10,100000,4,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,1934.5,0.2562475970780469,0,0,1.4986268054580279e-05,29,0.00016484894860038308,0.05,higher
cec2017,10,100000,5,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,1448.5,0.44309880815071123,1.9899181141865938,1.9899181141865938,0.31607517218510639,29,0.8235976085526957,0.05,not significant
cec2017,10,100000,6,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,0,1,0,0.0054526571231008347,3.2730223337664137e-18,29,9.1644625345459584e-17,0.05,lower
cec2017,10,100000,7,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,2144.5,0.17550941945405618,12.341920910405747,11.255435098558905,1.6487946383816643e-08,29,2.3083124937343299e-07,0.05,higher
cec2017,10,100000,8,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,2104.5,0.1908881199538639,1.9899181141865938,0.99495905709329691,5.0419722225771571e-08,29,6.5545638893503045e-07,0.05,higher
cec2017,10,100000,9,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,1050,0.59630911188004609,0,0,0.068055509260911487,29,0.40833305556546895,0.05,not significant
cec2017,10,100000,10,basic,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,1514,0.4179161860822761,26.824193282057422,18.534537672567239,0.15397945069516675,29,0.76989725347583371,0.05,not significant
cec2017,10,100000,11,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,818.5,0.6853133410226836,0,0,0.00083266257974209175,29,0.0074939632176788257,0.05,lower
cec2017,10,100000,12,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,377,0.85505574778931182,0.41628596929240302,129.6114397674753,6.5157047938602718e-10,29,9.9647043977526697e-09,0.05,lower
cec2017,10,100000,13,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,376,0.85544021530180703,4.8371369155954653,6.525558370929275,6.2279402485954186e-10,29,9.9647043977526697e-09,0.05,lower
cec2017,10,100000,14,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,215,0.91733948481353322,0,0.99572440905853909,2.0055778791293614e-13,29,3.8105979703457863e-12,0.05,lower
cec2017,10,100000,15,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,9,0.9965397923875432,0.15004373332044452,1.6389835030211088,5.6072880249935254e-18,29,1.5139677667482518e-16,0.05,lower
cec2017,10,100000,16,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,40,0.98462129950019228,0.51932648760339362,1.85164876491217,3.3745875654981136e-17,29,8.4364689137452838e-16,0.05,lower
cec2017,10,100000,17,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,138,0.94694348327566324,1.3268616571967868,21.36945826367446,7.421776673837239e-15,29,1.5585731015058201e-13,0.05,lower
cec2017,10,100000,18,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,74,0.97154940407535562,0.28358373984815444,20.590704395655848,2.3009392642233735e-16,29,5.5222542341360965e-15,0.05,lower
cec2017,10,100000,19,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,0,1,0.019431819755254764,2.4489783865108166,3.0492046489191095e-18,29,8.8426934818654176e-17,0.05,lower
cec2017,10,100000,20,hybrid,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,131,0.94963475586312951,0,17.22869822255393,3.9836346942302102e-15,29,9.1623597967294837e-14,0.05,lower
cec2017,10,100000,21,composition,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,1121,0.56901191849288735,100.000000000005,100.0000000000191,0.23068695163233133,29,0.8235976085526957,0.05,not significant
cec2017,10,100000,22,composition,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,2468,0.051134179161860804,100.00000000000045,11.396522268506942,5.6001143630477817e-15,29,1.2320251598705119e-13,0.05,higher
cec2017,10,100000,23,composition,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,793.5,0.69492502883506346,302.81579789967918,305.3196661022962,0.00069807118202215644,29,0.0069807118202215648,0.05,lower
cec2017,10,100000,24,composition,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,1790,0.31180315263360248,100.00000000003138,100.00000000001637,0.0010641859783099203,29,0.0080296936616842118,0.05,higher
cec2017,10,100000,25,composition,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,2270,0.1272587466359093,200.00000000054933,100.00738903956926,8.8476072846112601e-11,29,1.5040932383839142e-09,0.05,higher
cec2017,10,100000,26,composition,all,holm-bonferroni,ARRDE,MSC-CMA,51,51,808.5,0.6891580161476355,200.00000000000682,200.00000000014143,0.0010037117077105265,29,0.0080296936616842118,0.05,lower
